i,Qual,tx,ty,o1x,o1y,o2x,o2y,o3x,o3y,px,py,pz,qx,qy,qz,qw
266,8,-36.9329,17.0395,-26.4284,3.71337,-26.4315,3.68879,-26.7007,1.58141,14.9315,43.1704,49.7081,0.0424664,0.93503,-0.318733,-0.149415
267,0,-41.3931,16.4667,-26.4284,3.71337,-26.4315,3.68879,-26.7007,1.58141,14.4687,43.3154,49.763,0.0487092,0.933561,-0.314749,-0.164391
268,5,-53.3665,11.3937,-45.2841,0.150331,-45.3548,0.123229,-51.8969,-2.38456,13.2867,43.8636,49.7985,0.06403,0.933262,-0.289635,-0.20257
269,8,-54.2911,10.5729,-45.2841,0.150331,-45.3548,0.123229,-51.8969,-2.38456,13.0903,43.9855,49.8446,0.0645843,0.933773,-0.28637,-0.204669
270,0,-56.626,10.1993,-45.2841,0.150331,-45.3548,0.123229,-51.8969,-2.38456,12.8681,44.0758,49.7134,0.0668533,0.932566,-0.284766,-0.211566
271,0,-60.8872,5.30862,-48.4198,-2.54551,-45.3548,0.123229,-57.0745,-5.92593,11.7628,44.7704,49.6177,0.0654102,0.935565,-0.268511,-0.219866
272,8,-57.5383,8.60769,-48.4198,-2.54551,-48.5105,-2.58092,-57.0745,-5.92593,12.7575,44.181,49.878,0.0670871,0.934038,-0.277727,-0.214337
273,8,-63.3145,1.2739,-60.613,-6.54797,-60.7447,-6.58946,-74.1652,-10.8176,11.6025,44.8712,49.6038,0.0639446,0.938242,-0.252165,-0.22809
274,8,-62.8924,1.08237,-60.613,-6.54797,-60.7447,-6.58946,-74.1652,-10.8176,11.5141,44.9801,49.8243,0.0631178,0.938939,-0.251511,-0.226167
275,5,-63.0198,-0.948976,-61.4345,-7.57785,-61.5718,-7.62231,-75.6735,-12.1888,11.4181,45.0533,49.7595,0.0609704,0.940957,-0.244154,-0.226432
276,8,-63.4598,-1.48333,-61.4345,-7.57785,-61.5718,-7.62231,-75.6735,-12.1888,11.3962,45.041,49.6392,0.0616819,0.941191,-0.24196,-0.227621
277,0,-63.285,-3.09854,-61.4345,-7.57785,-61.5718,-7.62231,-75.6735,-12.1888,11.258,45.1752,49.6515,0.0588192,0.942916,-0.236781,-0.226682
278,5,-62.7403,-5.16722,-62.1164,-8.80374,-62.2598,-8.85189,-77.0997,-13.8353,11.0959,45.391,49.5618,0.0555791,0.945218,-0.230619,-0.224253
279,8,-63.951,-3.30303,-62.1164,-8.80374,-62.2598,-8.85189,-77.0997,-13.8353,11.2177,45.221,49.5258,0.0580841,0.942333,-0.237047,-0.229006
280,5,-62.2024,-7.30064,-62.3604,-10.0005,-62.509,-10.0525,-77.9659,-15.4632,11.0838,45.4771,49.5547,0.0523235,0.947539,-0.222948,-0.222994
281,8,-62.0648,-7.06266,-62.3604,-10.0005,-62.509,-10.0525,-77.9659,-15.4632,10.9966,45.5232,49.5069,0.0523356,0.947463,-0.224444,-0.221811
282,5,-60.9457,-9.95706,-61.9385,-11.5993,-62.0927,-11.657,-78.1902,-17.6743,10.9561,45.678,49.483,0.0475922,0.950824,-0.214282,-0.21852
283,8,-60.6065,-11.4451,-61.9385,-11.5993,-62.0927,-11.657,-78.1902,-17.6743,10.8829,45.8612,49.598,0.0465475,0.952465,-0.208783,-0.216916
284,0,-59.9306,-13.1897,-61.9385,-11.5993,-62.0927,-11.657,-78.1902,-17.6743,10.8616,46.0393,49.4274,0.0428417,0.954046,-0.204088,-0.215197
285,5,-58.3615,-15.4887,-59.8322,-15.3087,-59.9977,-15.3802,-77.3039,-22.859,10.8477,46.1625,49.4473,0.0388586,0.957147,-0.195519,-0.210074
286,8,-58.8548,-15.7395,-59.8322,-15.3087,-59.9977,-15.3802,-77.3039,-22.859,10.8448,46.1541,49.455,0.0397954,0.957044,-0.194178,-0.211607
287,0,-56.8201,-17.8968,-59.8322,-15.3087,-59.9977,-15.3802,-77.3039,-22.859,10.8236,46.3752,49.4819,0.0348706,0.960129,-0.186926,-0.204926
288,5,-54.1213,-21.3621,-57.3397,-17.8335,-57.5112,-17.9153,-75.3797,-26.4394,10.8755,46.7019,49.4305,0.029206,0.964466,-0.174688,-0.19605
289,8,-55.7923,-19.7755,-57.3397,-17.8335,-57.5112,-17.9153,-75.3797,-26.4394,10.8443,46.586,49.3785,0.0319552,0.962027,-0.181002,-0.201792
290,5,-52.8017,-23.5956,-52.9883,-21.5818,-53.1675,-21.6795,-71.7109,-31.7865,10.894,46.7624,49.335,0.0249949,0.966884,-0.166313,-0.191964
291,8,-51.4791,-24.7158,-52.9883,-21.5818,-53.1675,-21.6795,-71.7109,-31.7865,10.9198,46.9801,49.3868,0.0235333,0.968534,-0.162401,-0.18712
292,0,-49.7121,-27.7855,-52.9883,-21.5818,-53.1675,-21.6795,-71.7109,-31.7865,11.0102,47.1741,49.2336,0.0180249,0.97137,-0.151559,-0.182061
293,5,-46.3848,-31.893,-48.7427,-24.8623,-48.9277,-24.9743,-67.9544,-36.4875,11.1939,47.5816,49.1247,0.012234,0.975704,-0.136511,-0.17093
294,8,-48.2839,-29.5,-48.7427,-24.8623,-48.9277,-24.9743,-67.9544,-36.4875,11.0572,47.3073,49.2062,0.0150289,0.973288,-0.145117,-0.177274
295,4,-43.2375,-35.7381,-48.4463,-25.0541,-48.6316,-25.167,-67.6747,-36.7647,11.3064,47.8314,49.058,0.00643824,0.979645,-0.121408,-0.15973
296,8,-43.2375,-35.7381,-44.0432,-27.9052,-44.2322,-28.0311,-63.52,-40.8849,11.3064,47.8314,49.058,0.00643824,0.979645,-0.121408,-0.15973
297,8,-41.8423,-36.3154,-44.0432,-27.9052,-44.2322,-28.0311,-63.52,-40.8849,11.3754,47.9615,49.0123,0.00299897,0.980497,-0.120015,-0.155603
298,0,-38.8356,-40.3805,-44.0432,-27.9052,-44.2322,-28.0311,-63.52,-40.8849,11.5383,48.217,48.9427,-0.00345377,0.983831,-0.104285,-0.145567
299,8,-38.8356,-40.3805,-39.5308,-30.9518,-39.7236,-31.0913,-59.3209,-45.2784,11.5383,48.217,48.9427,-0.00345377,0.983831,-0.104285,-0.145567
300,5,-35.4502,-43.5057,-33.6499,-34.7444,-33.8463,-34.9008,-53.7647,-50.7605,11.6579,48.3389,48.8923,-0.0115324,0.986611,-0.0917654,-0.134333
301,5,-33.8426,-44.8813,-33.6499,-34.7444,-33.8463,-34.9008,-53.7647,-50.7605,11.8507,48.5455,48.7691,-0.0145289,0.987562,-0.0874827,-0.129836
302,0,-31.5656,-47.093,-33.6499,-34.7444,-33.8463,-34.9008,-53.7647,-50.7605,12.0367,48.725,48.7326,-0.019607,0.98904,-0.0792133,-0.123052
303,5,-27.1148,-49.2467,-28.5282,-37.7027,-28.7261,-37.8725,-48.7639,-55.0626,12.3637,48.9367,48.6978,-0.0277903,0.991182,-0.070491,-0.108703
304,8,-28.1217,-49.2809,-28.5282,-37.7027,-28.7261,-37.8725,-48.7639,-55.0626,12.2641,48.8955,48.69,-0.0261144,0.990885,-0.0704907,-0.111782
305,0,-22.8071,-51.345,-28.5282,-37.7027,-28.7261,-37.8725,-48.7639,-55.0626,12.6207,49.1031,48.6705,-0.0359639,0.992975,-0.0617438,-0.0943149
306,8,-22.8071,-51.345,-22.8854,-41.2059,-23.0851,-41.3904,-43.3689,-60.1365,12.6207,49.1031,48.6705,-0.0359639,0.992975,-0.0617438,-0.0943149
307,5,-16.4992,-51.0033,-17.4119,-43.9769,-17.6105,-44.1735,-37.8413,-64.1991,13.0394,49.1405,48.5507,-0.0490086,0.994152,-0.0617093,-0.0738345
308,8,-18.0019,-51.4741,-17.4119,-43.9769,-17.6105,-44.1735,-37.8413,-64.1991,13.0027,49.2173,48.6307,-0.046037,0.99393,-0.060534,-0.0794949
309,5,-13.7737,-51.2724,-7.11351,-45.5231,-7.29653,-45.7326,-25.7195,-66.8178,13.1305,49.2111,48.5868,-0.055779,0.994525,-0.0601182,-0.0647707
310,8,-10.116,-50.6583,-7.11351,-45.5231,-7.29653,-45.7326,-25.7195,-66.8178,13.566,49.1876,48.4,-0.0620244,0.994742,-0.0616383,-0.0533105
311,8,-8.81634,-51.0413,-7.11351,-45.5231,-7.29653,-45.7326,-25.7195,-66.8178,13.7127,49.183,48.3871,-0.0655037,0.994809,-0.0596836,-0.0500262
312,5,-4.77525,-49.8776,-2.40038,-45.2926,-2.57223,-45.5051,-19.7314,-66.731,13.9695,49.164,48.3561,-0.073217,0.994709,-0.0627543,-0.0354403
313,8,-4.37826,-49.9645,-2.40038,-45.2926,-2.57223,-45.5051,-19.7314,-66.731,14.0276,49.1574,48.3169,-0.0739498,0.994719,-0.0623421,-0.0343455
314,0,-0.568825,-48.6913,-2.40038,-45.2926,-2.57223,-45.5051,-19.7314,-66.731,14.3547,49.1356,48.3095,-0.0809097,0.994328,-0.0658074,-0.0208444
315,0,1.6143,-49.1603,-2.40038,-45.2926,-2.57223,-45.5051,-19.7314,-66.731,14.5239,49.1076,48.263,-0.0848945,0.994307,-0.0629739,-0.0134347
316,8,1.6143,-49.1603,3.91556,-45.7074,3.75686,-45.9252,-12.0467,-67.6062,14.5239,49.1076,48.263,-0.0848945,0.994307,-0.0629739,-0.0134347
317,0,4.94777,-48.1117,3.91556,-45.7074,3.75686,-45.9252,-12.0467,-67.6062,14.8669,49.0935,48.2812,-0.0920862,0.99358,-0.0656612,-0.00265215
318,5,10.2022,-47.2386,8.85133,-44.4944,8.70921,-44.712,-5.31961,-66.1839,15.3682,49.0905,48.2644,-0.100499,0.992551,-0.0669761,0.0160273
319,8,9.11382,-46.7453,8.85133,-44.4944,8.70921,-44.712,-5.31961,-66.1839,15.2221,49.0993,48.2977,-0.0984879,0.992625,-0.0694474,0.0131225
320,5,14.5921,-46.2513,13.9876,-43.1857,13.8636,-43.4022,1.70249,-64.6403,15.6879,49.1028,48.2853,-0.107738,0.991236,-0.0691955,0.032493
321,8,15.2956,-46.4116,13.9876,-43.1857,13.8636,-43.4022,1.70249,-64.6403,15.762,49.0881,48.2513,-0.108868,0.991102,-0.0682626,0.0347
322,5,21.4903,-45.5944,18.9597,-41.8748,18.854,-42.0894,8.52092,-63.0856,16.3217,49.1201,48.2869,-0.118276,0.988951,-0.0690965,0.0566758
323,8,20.3666,-45.7279,18.9597,-41.8748,18.854,-42.0894,8.52092,-63.0856,16.2972,49.1074,48.269,-0.116938,0.989388,-0.0689116,0.0518484
324,0,27.9687,-44.7684,18.9597,-41.8748,18.854,-42.0894,8.52092,-63.0856,16.9863,49.1581,48.3293,-0.127616,0.98623,-0.0698906,0.0786189
325,8,27.9687,-44.7684,23.9992,-41.4942,23.9085,-41.7087,14.9867,-62.809,16.9863,49.1581,48.3293,-0.127616,0.98623,-0.0698906,0.0786189
326,8,29.6594,-44.4628,23.9992,-41.4942,23.9085,-41.7087,14.9867,-62.809,17.1371,49.1889,48.3655,-0.130472,0.985348,-0.0704743,0.0842599
327,0,32.623,-44.804,23.9992,-41.4942,23.9085,-41.7087,14.9867,-62.809,17.4793,49.2641,48.5257,-0.134522,0.984208,-0.0676716,0.0930546
328,8,32.623,-44.804,28.965,-39.4351,28.8964,-39.6444,22.1484,-60.229,17.4793,49.2641,48.5257,-0.134522,0.984208,-0.0676716,0.0930546
329,0,36.9113,-41.6707,28.965,-39.4351,28.8964,-39.6444,22.1484,-60.229,17.7864,49.3151,48.5402,-0.141336,0.980627,-0.0791679,0.110128
330,5,41.6403,-41.3707,34.5167,-38.5452,34.4667,-38.7517,29.4923,-59.2793,18.2923,49.4151,48.6371,-0.147582,0.978012,-0.0787105,0.124565
331,8,38.6322,-41.8385,34.5167,-38.5452,34.4667,-38.7517,29.4923,-59.2793,17.9479,49.3531,48.5735,-0.14421,0.979758,-0.0777803,0.115012
332,5,45.2635,-41.3878,38.992,-38.5279,38.9536,-38.7336,35.0835,-59.473,18.3919,49.4003,48.5757,-0.153481,0.975585,-0.0773789,0.136711
333,8,46.0863,-41.1092,38.992,-38.5279,38.9536,-38.7336,35.0835,-59.473,18.5768,49.4713,48.6917,-0.153791,0.975149,-0.0782331,0.13897
334,0,52.5407,-40.9172,38.992,-38.5279,38.9536,-38.7336,35.0835,-59.473,19.0196,49.4672,48.5788,-0.162664,0.970852,-0.076933,0.158332
335,8,52.5407,-40.9172,44.2064,-37.2355,44.1869,-37.4363,42.1955,-57.9555,19.0196,49.4672,48.5788,-0.162664,0.970852,-0.076933,0.158332
336,5,55.8986,-40.3716,49.7363,-36.5457,49.7333,-36.7428,49.4182,-57.279,19.1829,49.4808,48.6105,-0.167683,0.968168,-0.0777464,0.168785
337,8,56.8563,-39.1911,49.7363,-36.5457,49.7333,-36.7428,49.4182,-57.279,19.4452,49.5128,48.6298,-0.16843,0.967197,-0.0821882,0.171482
338,0,60.0322,-39.6877,49.7363,-36.5457,49.7333,-36.7428,49.4182,-57.279,19.7002,49.5238,48.7106,-0.172679,0.965347,-0.0785486,0.179215
339,5,61.9918,-39.0294,55.2483,-35.9048,55.2609,-36.0979,56.5956,-56.6686,19.8176,49.5054,48.7333,-0.175174,0.963593,-0.0802375,0.185378
340,8,64.2226,-38.2683,55.2483,-35.9048,55.2609,-36.0979,56.5956,-56.6686,20.0642,49.4666,48.7808,-0.177661,0.96179,-0.0819223,0.191532
341,0,66.9987,-36.2531,55.2483,-35.9048,55.2609,-36.0979,56.5956,-56.6686,20.2881,49.4031,48.811,-0.181274,0.958693,-0.0882504,0.200647
342,5,21.089,10.9731,24.6543,3.7856,24.791,3.73506,37.0614,-0.800949,19.4843,43.8535,49.929,-0.0535087,0.94982,-0.296776,0.0830855
343,8,21.389,10.8983,24.6543,3.7856,24.791,3.73506,37.0614,-0.800949,19.5402,43.91,49.9706,-0.0544447,0.949789,-0.296468,0.0839277
344,5,18.7883,11.462,20.7572,2.86895,20.8805,2.81589,31.7692,-1.86759,19.4143,43.8011,49.9423,-0.0492397,0.949969,-0.299621,0.0732248
345,8,17.839,11.9698,20.7572,2.86895,20.8805,2.81589,31.7692,-1.86759,19.2274,43.6362,49.9209,-0.0480957,0.949705,-0.301346,0.0702645
346,0,15.7797,12.2965,20.7572,2.86895,20.8805,2.81589,31.7692,-1.86759,19.0156,43.4564,49.8528,-0.0440271,0.950005,-0.30273,0.0625108
347,5,11.9507,14.1106,17.9915,-2.92182,18.0779,-2.99845,25.6003,-9.66744,18.5123,43.0652,49.7612,-0.0365714,0.948681,-0.310296,0.0488287
348,8,14.4789,13.3246,17.9915,-2.92182,18.0779,-2.99845,25.6003,-9.66744,18.8124,43.2793,49.8061,-0.039421,0.949026,-0.307189,0.058565
349,5,8.62092,15.7146,15.1299,15.2839,15.3015,15.2854,30.5775,15.4161,18.3009,42.9009,49.7228,-0.0291047,0.94707,-0.317768,0.0351318
350,8,8.62092,15.7146,15.1299,15.2839,15.3015,15.2854,30.5775,15.4161,18.3009,42.9009,49.7228,-0.0291047,0.94707,-0.317768,0.0351318
351,5,1.77169,17.401,3.75349,5.02929,3.84496,4.9929,11.5705,1.91833,17.5626,42.5149,49.5882,-0.0163309,0.945661,-0.324631,0.00854627
352,8,3.6976,17.0629,3.75349,5.02929,3.84496,4.9929,11.5705,1.91833,17.7772,42.5608,49.5685,-0.0174451,0.946017,-0.32323,0.0163994
353,8,-1.57167,18.3038,-7.52271,29.695,-7.33953,29.7674,9.08268,36.2616,17.2998,42.3903,49.5127,-0.00950336,0.944469,-0.328423,-0.00516924
354,0,-9.41572,5.8851,-11.2665,31.7215,-7.33953,29.7674,5.36354,39.2201,12.4458,44.3006,50.1506,-0.0204788,0.95923,-0.281693,-0.0103282
355,8,-2.84402,17.2295,-11.2665,31.7215,-11.0842,31.8037,5.36354,39.2201,17.132,42.4395,49.5013,-0.00754514,0.946036,-0.323819,-0.0100005
356,5,-11.2865,-5.06734,-11.8601,-8.95754,-11.8906,-9.04517,-14.4747,-16.4872,11.2435,44.4726,50.1918,-0.0350749,0.972117,-0.231293,-0.0161847
357,8,-11.2865,-5.06734,-11.8601,-8.95754,-11.8906,-9.04517,-14.4747,-16.4872,11.2435,44.4726,50.1918,-0.0350749,0.972117,-0.231293,-0.0161847
358,5,-11.4277,-5.68373,-11.9584,-10.1752,-11.9956,-10.2677,-15.1689,-18.1508,10.5432,44.4477,50.1176,-0.037631,0.972678,-0.228763,-0.012159
359,8,-10.8794,-5.82393,-11.9584,-10.1752,-11.9956,-10.2677,-15.1689,-18.1508,10.6779,44.4569,50.1567,-0.0381244,0.972891,-0.227854,-0.0105641
360,5,-10.6691,-6.00251,-11.8929,-10.7166,-11.9328,-10.8113,-15.3413,-18.8957,10.621,44.4546,50.1488,-0.0391553,0.973053,-0.227041,-0.0093485
361,8,-11.4511,-6.29153,-11.8929,-10.7166,-11.9328,-10.8113,-15.3413,-18.8957,9.91869,44.4255,50.0514,-0.040186,0.973211,-0.226227,-0.00813291
362,5,-11.6779,-7.73054,-12.1366,-11.6454,-12.1821,-11.7438,-16.0814,-20.1566,9.3381,44.4105,50.1077,-0.0435533,0.974642,-0.219409,-0.00600525
363,8,-11.6779,-7.73054,-12.1366,-11.6454,-12.1821,-11.7438,-16.0814,-20.1566,9.3381,44.4105,50.1077,-0.0435533,0.974642,-0.219409,-0.00600525
364,5,-12.1311,-8.26685,-12.2511,-12.225,-12.3,-12.3256,-16.4964,-20.9452,8.83772,44.3495,50.0308,-0.0469119,0.974958,-0.217317,-0.00545317
365,8,-11.7225,-8.5206,-12.2511,-12.225,-12.3,-12.3256,-16.4964,-20.9452,8.78165,44.3533,50.0479,-0.0471665,0.975272,-0.215896,-0.00301275
366,5,-12.0923,-8.77993,-12.4703,-12.6655,-12.5222,-12.7677,-16.9767,-21.538,8.19563,44.2886,49.9916,-0.0513201,0.975225,-0.215176,-0.00155791
367,8,-12.7273,-8.82055,-12.4703,-12.6655,-12.5222,-12.7677,-16.9767,-21.538,8.24469,44.2772,49.9396,-0.0502698,0.975258,-0.215223,-0.004901
368,5,-12.514,-9.05141,-12.5658,-13.3232,-12.6214,-13.4279,-17.4046,-22.4345,7.57514,44.2201,49.932,-0.0554727,0.975158,-0.214452,-0.000103038
369,8,-12.514,-9.05141,-12.5658,-13.3232,-12.6214,-13.4279,-17.4046,-22.4345,7.57514,44.2201,49.932,-0.0554727,0.975158,-0.214452,-0.000103038
370,8,-12.9508,-9.46486,-12.5658,-13.3232,-12.6214,-13.4279,-17.4046,-22.4345,7.42245,44.2101,49.9107,-0.0562049,0.975484,-0.212769,-0.00147419
371,5,-13.1049,-9.97485,-12.4911,-13.9718,-12.5498,-14.079,-17.6158,-23.3268,7.20592,44.1796,49.8568,-0.0595678,0.975694,-0.210878,-0.00169859
372,8,-12.4803,-10.0233,-12.4911,-13.9718,-12.5498,-14.079,-17.6158,-23.3268,7.12846,44.193,49.8981,-0.059884,0.975797,-0.21031,0.00202526
373,5,-12.7288,-10.5474,-12.7697,-14.4509,-12.8317,-14.5598,-18.1883,-23.9697,6.97421,44.1784,49.8835,-0.0631111,0.976017,-0.208342,0.000793528
374,5,-13.3877,-10.8099,-12.7697,-14.4509,-12.8317,-14.5598,-18.1883,-23.9697,6.73122,44.1351,49.8047,-0.0646337,0.976059,-0.207678,-0.00118059
375,0,-13.416,-11.1149,-12.7697,-14.4509,-12.8317,-14.5598,-18.1883,-23.9697,6.53519,44.1367,49.8422,-0.0663372,0.976222,-0.206371,-0.000438212
376,5,-13.8715,-10.9376,-12.7014,-15.6525,-12.7694,-15.7661,-18.6673,-25.6194,6.36923,44.1141,49.7325,-0.0685661,0.975691,-0.208137,-0.00207671
377,8,-13.3456,-11.1071,-12.7014,-15.6525,-12.7694,-15.7661,-18.6673,-25.6194,6.39395,44.102,49.7355,-0.0687087,0.97594,-0.206929,0.000382014
378,5,-13.6608,-10.994,-12.986,-16.1124,-13.0571,-16.2276,-19.2383,-26.2358,6.31246,44.1177,49.692,-0.0709085,0.975489,-0.208307,-0.00129297
379,8,-14.2542,-10.7404,-12.986,-16.1124,-13.0571,-16.2276,-19.2383,-26.2358,6.24906,44.0977,49.6531,-0.0707944,0.975149,-0.209901,-0.00371519
380,0,-14.0144,-10.9054,-12.986,-16.1124,-13.0571,-16.2276,-19.2383,-26.2358,6.20589,44.1382,49.635,-0.0731076,0.975028,-0.209683,-0.00296795
381,8,-14.0144,-10.9054,-12.8767,-16.4867,-12.9495,-16.6033,-19.2777,-26.7538,6.20589,44.1382,49.635,-0.0731076,0.975028,-0.209683,-0.00296795
382,5,-14.2583,-10.7083,-12.9552,-17.0596,-13.031,-17.1784,-19.6445,-27.535,6.31321,44.2612,49.7285,-0.0725569,0.97474,-0.211171,-0.00504744
383,8,-14.2583,-10.7083,-12.9552,-17.0596,-13.031,-17.1784,-19.6445,-27.535,6.31321,44.2612,49.7285,-0.0725569,0.97474,-0.211171,-0.00504744
384,8,-13.6669,-11.7459,-12.9552,-17.0596,-13.031,-17.1784,-19.6445,-27.535,6.38771,44.2835,49.704,-0.0735279,0.975755,-0.206121,-0.00320959
385,0,-13.3642,-12.3031,-12.9552,-17.0596,-13.031,-17.1784,-19.6445,-27.535,6.52503,44.4073,49.888,-0.0726793,0.97643,-0.203208,-0.00286342
386,8,-13.3642,-12.3031,-13.0794,-17.1284,-13.1559,-17.2473,-19.8317,-27.6233,6.52503,44.4073,49.888,-0.0726793,0.97643,-0.203208,-0.00286342
387,0,-13.7092,-11.9381,-13.0794,-17.1284,-13.1559,-17.2473,-19.8317,-27.6233,6.7321,44.4572,49.8465,-0.0726577,0.975904,-0.205652,-0.00622011
388,5,-13.8283,-11.8541,-12.8529,-17.3822,-12.9301,-17.5022,-19.6684,-27.982,6.90241,44.4907,49.8264,-0.0712712,0.975885,-0.206178,-0.00772619
389,0,-13.8651,-11.7775,-12.8529,-17.3822,-12.9301,-17.5022,-19.6684,-27.982,7.12512,44.5345,49.8002,-0.0698845,0.975861,-0.206703,-0.00923223
390,0,-13.0551,-12.9231,-12.8529,-17.3822,-12.9301,-17.5022,-19.6684,-27.982,7.41995,44.6473,49.926,-0.06886,0.977197,-0.20072,-0.00753248
391,8,-13.0551,-12.9231,-12.5334,-17.6763,-12.6112,-17.7977,-19.4078,-28.4005,7.41995,44.6473,49.926,-0.06886,0.977197,-0.20072,-0.00753248
392,8,-12.9192,-13.2893,-12.5334,-17.6763,-12.6112,-17.7977,-19.4078,-28.4005,7.59081,44.6669,49.8743,-0.0672886,0.977675,-0.198905,-0.00773857
393,5,-13.0896,-12.7715,-12.1483,-17.6072,-12.2247,-17.7286,-18.8949,-28.3245,7.92098,44.7399,49.8954,-0.0640385,0.977362,-0.201396,-0.0100904
394,8,-13.2593,-13.1578,-12.1483,-17.6072,-12.2247,-17.7286,-18.8949,-28.3245,7.96117,44.7557,49.9008,-0.0639348,0.977709,-0.199668,-0.0113848
395,4,-13.0738,-12.2621,-12.0271,-17.6459,-12.1033,-17.7676,-18.7619,-28.3835,8.36768,44.8387,49.924,-0.060787,0.977027,-0.203882,-0.0124421
396,4,-12.5871,-12.1823,-12.0983,-17.6232,-12.1747,-17.7447,-18.8401,-28.3488,8.56238,44.9167,50.0298,-0.0593499,0.977125,-0.203914,-0.0110651
397,8,-12.5871,-12.1823,-11.9058,-17.6848,-11.982,-17.8067,-18.6289,-28.4427,8.56238,44.9167,50.0298,-0.0593499,0.977125,-0.203914,-0.0110651
398,0,-12.4831,-12.9281,-11.9058,-17.6848,-11.982,-17.8067,-18.6289,-28.4427,9.01116,45.0319,50.0945,-0.056322,0.978031,-0.200262,-0.0133849
399,4,-12.1441,-10.8635,-11.8113,-17.622,-11.8869,-17.7437,-18.4815,-28.3612,9.47093,45.1733,50.2598,-0.0522045,0.976233,-0.209903,-0.0135849
400,8,-12.1441,-10.8635,-11.8113,-17.622,-11.8869,-17.7437,-18.4815,-28.3612,9.47093,45.1733,50.2598,-0.0522045,0.976233,-0.209903,-0.0135849
401,5,-12.0441,-11.615,-11.7583,-17.5936,-11.8336,-17.7153,-18.402,-28.3249,9.93329,45.261,50.2634,-0.047467,0.977264,-0.20607,-0.0153876
402,8,-11.0513,-10.809,-11.7583,-17.5936,-11.8336,-17.7153,-18.402,-28.3249,10.2281,45.3407,50.3389,-0.0463432,0.976599,-0.20967,-0.0120714
403,0,-11.3517,-12.4159,-11.7583,-17.5936,-11.8336,-17.7153,-18.402,-28.3249,10.781,45.4218,50.27,-0.0427275,0.978255,-0.202228,-0.0171897
404,5,-10.922,-12.1103,-11.3813,-17.2701,-11.454,-17.3908,-17.7799,-27.8999,11.1524,45.5227,50.3866,-0.039029,0.978192,-0.203321,-0.0166786
405,0,-10.3589,-11.8134,-11.3813,-17.2701,-11.454,-17.3908,-17.7799,-27.8999,11.6096,45.6469,50.5302,-0.0353298,0.978114,-0.204411,-0.0161672
406,4,-10.4711,-11.5092,-10.4736,-16.7113,-10.5409,-16.8305,-16.385,-27.1783,12.1851,45.7938,50.6775,-0.030725,0.977903,-0.205832,-0.0198482
407,8,-10.4711,-11.5092,-10.4736,-16.7113,-10.5409,-16.8305,-16.385,-27.1783,12.1851,45.7938,50.6775,-0.030725,0.977903,-0.205832,-0.0198482
408,8,-10.5879,-11.4278,-10.4736,-16.7113,-10.5409,-16.8305,-16.385,-27.1783,12.5004,45.8312,50.6297,-0.0290423,0.977761,-0.206491,-0.0224045
409,5,-9.94205,-11.8792,-10.2759,-16.491,-10.3416,-16.6096,-16.035,-26.8861,13.3335,46.0068,50.7459,-0.0223542,0.97841,-0.204113,-0.0235137
410,8,-10.2502,-10.6744,-10.2759,-16.491,-10.3416,-16.6096,-16.035,-26.8861,13.1339,45.9542,50.6849,-0.0231857,0.977129,-0.210052,-0.0236666
411,5,-9.83663,-10.9147,-9.78378,-16.3046,-9.84715,-16.4228,-15.3335,-26.6546,13.8899,46.1274,50.8407,-0.015465,0.977563,-0.20858,-0.0250053
412,8,-9.40578,-12.3477,-9.78378,-16.3046,-9.84715,-16.4228,-15.3335,-26.6546,14.1025,46.1689,50.8531,-0.015665,0.979008,-0.201723,-0.0246216
413,0,-8.73679,-11.2253,-9.78378,-16.3046,-9.84715,-16.4228,-15.3335,-26.6546,15.1059,46.4061,51.0914,-0.00774324,0.977935,-0.207095,-0.0263423
414,8,-8.73679,-11.2253,-9.52529,-16.1083,-9.58694,-16.226,-14.9189,-26.3983,15.1059,46.4061,51.0914,-0.00774324,0.977935,-0.207095,-0.0263423
415,8,-8.42971,-10.8083,-9.52529,-16.1083,-9.58694,-16.226,-14.9189,-26.3983,15.7888,46.5489,51.1932,-0.00249523,0.977446,-0.209261,-0.0283501
416,0,-8.00011,-12.2801,-9.52529,-16.1083,-9.58694,-16.226,-14.9189,-26.3983,16.5002,46.6764,51.2658,0.00278264,0.978875,-0.202239,-0.0299287
417,8,-8.00011,-12.2801,-9.19733,-15.859,-9.25679,-15.9759,-14.3927,-26.0725,16.5002,46.6764,51.2658,0.00278264,0.978875,-0.202239,-0.0299287
418,0,-8.42388,-12.0405,-9.19733,-15.859,-9.25679,-15.9759,-14.3927,-26.0725,17.5616,46.8544,51.3404,0.0107617,0.97821,-0.203868,-0.0377874
419,8,-8.42388,-12.0405,-8.74986,-15.7105,-8.8073,-15.8271,-13.7647,-25.8908,17.5616,46.8544,51.3404,0.0107617,0.97821,-0.203868,-0.0377874
420,4,-8.02549,-11.3129,-8.54045,-15.6778,-8.59714,-15.7944,-13.4882,-25.8562,18.2864,46.9809,51.4429,0.0151928,0.977276,-0.207636,-0.0398553
421,5,-8.14762,-11.5915,-8.37507,-15.6522,-8.43118,-15.7689,-13.2698,-25.8292,18.3226,46.9863,51.4458,0.0172276,0.977539,-0.206192,-0.0400701
422,8,-7.30689,-11.9706,-8.37507,-15.6522,-8.43118,-15.7689,-13.2698,-25.8292,19.0109,47.089,51.5011,0.0192624,0.977796,-0.204747,-0.0402847
