id,quality,time,targetX,targetY,outputEvalX,outputEvalY,outputApplyX,outputApplyY,outputEvalNopolX,outputEvalNopolY,headX,headY,headZ,headi,headj,headk,headw,ellipseX,ellipseY
137,5,43156,-9.19306,8.88051,-9.39368,8.46092,-9.89248,8.1903,-11.5439,16.7875,18.6335,27.3894,66.9159,0.000957935,0.996389,-0.0640275,-0.05576,331.63,273.308
138,0,43189,-11.2656,8.45861,-9.39368,8.46092,-9.89248,8.1903,-11.5439,16.7875,18.5696,27.4688,66.7587,0.000389923,0.99588,-0.0624792,-0.0657178,331.63,273.308
139,5,43223,-11.788,7.3313,-11.4115,6.23103,-11.8181,6.08436,-13.7283,14.5877,18.5213,27.5032,66.8599,0.00102906,0.996057,-0.0570224,-0.0679564,334.847,275.251
140,5,43296,-12.3092,5.26341,-12.6227,4.25326,-12.9449,4.19012,-15.0495,12.6235,18.5404,27.5065,66.8016,0.0005667,0.996399,-0.0467149,-0.0707603,336.829,277.002
141,5,43296,-12.8574,4.09142,-12.6227,4.25326,-12.9449,4.19012,-15.0495,12.6235,18.477,27.5731,66.9114,0.00120581,0.996478,-0.041253,-0.0729922,336.829,277.002
142,4,43341,-13.4198,1.99841,-13.8734,1.40085,-14.0731,1.41748,-16.4265,9.77945,18.4711,27.596,66.9036,0.000743322,0.996644,-0.0309378,-0.0757835,338.973,279.602
143,8,43341,-13.4198,1.99841,-13.8734,1.40085,-14.0731,1.41748,-16.4265,9.77945,18.4711,27.596,66.9036,0.000743322,0.996644,-0.0309378,-0.0757835,338.973,279.602
144,0,43406,-14.3828,-2.22029,-13.8734,1.40085,-14.0731,1.41748,-16.4265,9.77945,18.444,27.7335,66.8061,0.0021582,0.996706,-0.0106681,-0.0803627,338.973,279.602
145,5,43457,-14.3253,-3.09139,-14.8041,-3.423,-14.8096,-3.36869,-17.4937,4.94281,18.4468,27.7558,66.7861,0.00200735,0.996764,-0.00647751,-0.0801017,340.743,284.149
146,4,43474,-14.2563,-4.03084,-14.7139,-6.02377,-14.6281,-5.99301,-17.4384,2.32171,18.4553,27.8228,66.7259,0.00185646,0.996803,-0.00228683,-0.0798393,340.79,286.653
147,5,43523,-14.2164,-6.22228,-14.6858,-6.90135,-14.5694,-6.88628,-17.4224,1.43732,18.4535,27.8547,66.7941,0.00147308,0.996791,0.00844423,-0.0795842,340.807,287.522
148,5,43590,-13.9666,-7.89789,-14.2788,-8.84571,-14.1047,-8.87225,-17.0193,-0.529954,18.4563,27.8728,66.8021,0.00102921,0.996786,0.0166663,-0.0783553,340.258,289.44
149,5,43590,-13.9296,-10.1698,-14.2788,-8.84571,-14.1047,-8.87225,-17.0193,-0.529954,18.4557,27.9536,66.9445,0.000645574,0.99657,0.0273948,-0.0780841,340.258,289.44
150,5,43640,-13.6793,-11.8787,-13.1743,-11.7428,-12.9313,-11.8519,-15.8883,-3.47251,18.4588,27.9886,66.979,0.000201577,0.996407,0.0356133,-0.0768429,338.692,292.368
151,8,43640,-13.6793,-11.8787,-13.1743,-11.7428,-12.9313,-11.8519,-15.8883,-3.47251,18.4588,27.9886,66.979,0.000201577,0.996407,0.0356133,-0.0768429,338.692,292.368
152,5,43707,-11.6483,-15.2784,-12.066,-14.3331,-11.7679,-14.5423,-14.7485,-6.10613,18.531,28.07,66.8807,0.000420455,0.996386,0.0519435,-0.0672103,337.072,295.096
153,8,43707,-11.6483,-15.2784,-12.066,-14.3331,-11.7679,-14.5423,-14.7485,-6.10613,18.531,28.07,66.8807,0.000420455,0.996386,0.0519435,-0.0672103,337.072,295.096
154,5,43790,-11.0814,-17.6475,-9.74755,-17.1408,-9.42533,-17.4558,-12.323,-8.98621,18.5863,28.1772,66.7649,-0.000387288,0.995919,0.0627425,-0.0648825,333.465,298.077
155,8,43790,-11.0814,-17.6475,-9.74755,-17.1408,-9.42533,-17.4558,-12.323,-8.98621,18.5863,28.1772,66.7649,-0.000387288,0.995919,0.0627425,-0.0648825,333.465,298.077
156,5,43857,-7.07196,-20.4008,-7.57304,-19.2846,-7.24414,-19.6833,-10.0404,-11.1945,18.6588,28.2007,66.9493,0.000944763,0.996056,0.0763603,-0.0451685,330.003,300.442
157,8,43857,-7.07196,-20.4008,-7.57304,-19.2846,-7.24414,-19.6833,-10.0404,-11.1945,18.6588,28.2007,66.9493,0.000944763,0.996056,0.0763603,-0.0451685,330.003,300.442
158,5,43923,-6.44981,-20.9976,-4.90696,-20.8831,-4.59761,-21.3163,-7.22567,-12.8647,18.6742,28.2268,66.896,0.000170746,0.995972,0.0790545,-0.0423072,325.758,302.218
159,0,43940,-5.74617,-21.7158,-4.90696,-20.8831,-4.59761,-21.3163,-7.22567,-12.8647,18.7338,28.3282,66.6891,-0.000603275,0.995872,0.0817475,-0.0394452,325.758,302.218
160,5,44007,-2.11423,-21.52,-1.74009,-22.0271,-1.46598,-22.4421,-3.87033,-14.0886,18.8227,28.3305,66.7437,0.000503978,0.996478,0.080972,-0.0217984,320.598,303.628
161,8,44007,-2.11423,-21.52,-1.74009,-22.0271,-1.46598,-22.4421,-3.87033,-14.0886,18.8227,28.3305,66.7437,0.000503978,0.996478,0.080972,-0.0217984,320.598,303.628
162,5,44073,-0.239677,-21.9362,1.12326,-22.5313,1.3633,-22.885,-0.82824,-14.6614,18.8443,28.3274,66.7762,0.000190443,0.996465,0.0830506,-0.0126393,315.936,304.332
163,0,44090,1.7245,-22.3378,1.12326,-22.5313,1.3633,-22.885,-0.82824,-14.6614,18.9285,28.3151,66.9025,-0.00012311,0.996364,0.0851219,-0.00347915,315.936,304.332
164,5,44140,3.05379,-22.7421,3.95597,-22.3892,4.16097,-22.6306,2.19136,-14.5826,18.9474,28.3062,66.9316,-0.000790049,0.996191,0.0871465,0.00289382,311.316,304.346
165,0,44157,4.43718,-23.1187,3.95597,-22.3892,4.16097,-22.6306,2.19136,-14.5826,19.0031,28.2801,67.0172,-0.00145695,0.995973,0.0891671,0.00926667,311.316,304.346
166,5,44206,6.455,-22.0525,6.76655,-21.7598,6.94246,-21.8566,5.19505,-14.0125,19.0316,28.2836,66.9777,-0.000749337,0.996285,0.0839346,0.0192731,306.75,303.861
167,0,44223,8.56171,-21.0104,6.76655,-21.7598,6.94246,-21.8566,5.19505,-14.0125,19.1135,28.2937,66.8637,-4.16269e-05,0.996469,0.0786914,0.029277,306.75,303.861
168,5,44290,9.09863,-20.3108,10.1161,-20.5036,10.2714,-20.4055,8.78274,-12.8236,19.1319,28.2776,66.8914,-0.000938425,0.996645,0.075432,0.0317602,301.365,302.799
169,0,44307,9.70781,-19.5368,10.1161,-20.5036,10.2714,-20.4055,8.78274,-12.8236,19.2041,28.2141,67.0004,-0.00183521,0.996803,0.0721713,0.0342428,301.365,302.799
170,5,44374,11.9087,-18.9611,13.0609,-18.4819,13.2084,-18.1828,11.9512,-10.8545,19.2244,28.2133,66.9549,-0.00093106,0.99658,0.069204,0.0451464,296.661,300.895
171,5,44457,13.5942,-16.8306,15.6349,-16.0518,15.7889,-15.5826,14.7311,-8.46567,19.255,28.1885,66.9292,-0.00080665,0.996833,0.058844,0.0534797,292.644,298.611
172,5,44457,15.9396,-16.2441,15.6349,-16.0518,15.7889,-15.5826,14.7311,-8.46567,19.3513,28.1679,66.7436,9.77868e-05,0.996361,0.055861,0.0643714,292.644,298.611
173,5,44526,16.6587,-14.1556,16.9207,-14.2183,17.0805,-13.6663,16.1296,-6.64853,19.3471,28.161,66.7737,0.00100636,0.996629,0.0455024,0.068261,290.679,296.855
174,5,44526,18.4629,-11.9117,16.9207,-14.2183,17.0805,-13.6663,16.1296,-6.64853,19.4425,28.0462,66.7759,0.00113071,0.996445,0.0351196,0.0765675,290.679,296.855
175,5,44592,18.5043,-11.2034,18.1464,-11.2692,18.3079,-10.6481,17.4815,-3.70645,19.4267,28.0493,66.745,-0.000282549,0.996542,0.0317041,0.0768095,288.871,293.966
176,5,44592,19.2945,-9.01055,18.1464,-11.2692,18.3079,-10.6481,17.4815,-3.70645,19.4596,27.9617,66.7979,0.000625776,0.996512,0.021334,0.0806776,288.871,293.966
177,5,44657,19.0649,-6.66932,19.303,-8.41223,19.4733,-7.77304,18.7584,-0.855674,19.4602,27.9007,66.909,-0.000358847,0.996768,0.0102306,0.0796761,287.207,291.276
178,5,44657,19.1212,-5.78965,19.303,-8.41223,19.4733,-7.77304,18.7584,-0.855674,19.4638,27.7893,66.995,-0.00177208,0.996777,0.00681322,0.0799113,287.207,291.276
179,5,44707,19.1309,-5.96172,19.6579,-5.52175,19.8178,-4.92536,19.1819,2.04707,19.4616,27.9008,66.8472,-0.00177208,0.996777,0.00681323,0.0799113,286.789,288.49
180,0,44724,18.8983,-3.49511,19.6579,-5.52175,19.8178,-4.92536,19.1819,2.04707,19.4646,27.7514,67.0453,-0.00275655,0.99687,-0.0042916,0.0788967,286.789,288.49
181,5,44757,19.2612,-1.76965,19.7015,-3.37381,19.847,-2.84032,19.262,4.20913,19.4703,27.7411,66.9342,-0.00126576,0.996653,-0.0130299,0.0806973,286.82,286.426
182,5,44823,18.8773,-0.367968,19.3864,-0.408135,19.4982,-0.00333142,18.973,7.2028,19.4585,27.7068,66.9715,-0.00125216,0.996681,-0.0198012,0.0789479,287.462,283.604
183,5,44823,19.2492,1.4054,19.3864,-0.408135,19.4982,-0.00333142,18.973,7.2028,19.4582,27.6638,66.8263,0.000238838,0.996327,-0.0285373,0.0807376,287.462,283.604
184,5,44910,18.8978,2.47097,18.2106,3.14588,18.2494,3.3358,17.7764,10.8085,19.4573,27.6942,66.7473,0.000152243,0.996292,-0.0341185,0.0789805,289.404,280.186
185,5,44910,18.5039,3.94439,18.2106,3.14588,18.2494,3.3358,17.7764,10.8085,19.4256,27.6091,66.6728,0.000165935,0.996175,-0.0408859,0.0772196,289.404,280.186
186,5,44957,18.1371,5.06661,17.228,5.17561,17.2109,5.21666,16.7616,12.8748,19.4095,27.6005,66.5537,7.93305e-05,0.996066,-0.0464642,0.0754566,290.971,278.244
187,8,44957,18.1371,5.06661,17.228,5.17561,17.2109,5.21666,16.7616,12.8748,19.4095,27.6005,66.5537,7.93305e-05,0.996066,-0.0464642,0.0754566,290.971,278.244
188,5,45023,16.7227,6.71755,15.4756,7.63398,15.3676,7.47092,14.9336,15.3902,19.392,27.5638,66.6294,-0.000847972,0.996158,-0.0544067,0.0686149,293.709,275.87
189,0,45040,15.2203,8.53097,15.4756,7.63398,15.3676,7.47092,14.9336,15.3902,19.3239,27.4213,66.923,-0.00177518,0.99614,-0.0623431,0.0617655,293.709,275.87
190,5,45090,13.6102,9.62096,13.2362,10.1472,13.0172,9.75245,12.5878,17.972,19.3042,27.4105,66.9099,-0.00120753,0.99624,-0.0678252,0.0538875,297.194,273.471
191,0,45107,11.9524,10.7436,13.2362,10.1472,13.0172,9.75245,12.5878,17.972,19.2465,27.3786,66.8714,-0.000639771,0.996248,-0.0733009,0.0460046,297.194,273.471
192,5,45157,11.3126,10.4084,11.1282,11.9216,10.8128,11.3513,10.3702,19.8067,19.2366,27.3802,66.8429,-0.000287255,0.996504,-0.0716954,0.042899,300.401,271.79
193,0,45173,10.6474,10.0671,11.1282,11.9216,10.8128,11.3513,10.3702,19.8067,19.2057,27.385,66.7538,6.52634e-05,0.996747,-0.070089,0.0397928,300.401,271.79
194,5,45240,8.53477,11.822,7.74707,13.1535,7.30956,12.4626,6.78799,21.1239,19.1628,27.3633,66.7585,-0.000277654,0.996461,-0.0787228,0.0294758,305.476,270.382
195,5,45306,7.08905,12.337,4.97861,13.9059,4.45613,13.1442,3.85087,21.9445,19.1406,27.356,66.7569,0.000797787,0.996438,-0.0813069,0.0223411,309.637,269.543
196,5,45306,4.85515,14.1597,4.97861,13.9059,4.45613,13.1442,3.85087,21.9445,19.0119,27.2956,66.7661,0.000454737,0.995877,-0.0899186,0.012017,309.637,269.543
197,5,45357,3.38684,14.6971,2.9169,13.4357,2.36064,12.7321,1.64737,21.5178,18.9706,27.2804,66.765,0.00152997,0.995701,-0.0924897,0.00487983,312.731,269.656
198,8,45357,3.38684,14.6971,2.9169,13.4357,2.36064,12.7321,1.64737,21.5178,18.9706,27.2804,66.765,0.00152997,0.995701,-0.0924897,0.00487983,312.731,269.656
199,5,45423,0.309159,13.6046,0.0840632,13.5354,-0.522129,12.8317,-1.36856,21.6825,18.9212,27.2882,66.7848,0.000385551,0.996146,-0.0871184,-0.0101301,317.007,269.428
200,5,45507,-1.44429,12.94,-3.38381,12.3947,-3.99779,11.8123,-5.08043,20.6125,18.9223,27.2954,66.7631,-0.000149707,0.996297,-0.0838609,-0.0189449,322.277,270.157
201,5,45507,-4.6517,11.8137,-3.38381,12.3947,-3.99779,11.8123,-5.08043,20.6125,18.7753,27.3271,66.7971,-0.00129418,0.996339,-0.078455,-0.0339489,322.277,270.157
202,5,45559,-5.84376,10.8926,-4.7738,11.8552,-5.38077,11.3243,-6.5695,20.1008,18.7332,27.3527,66.7911,-0.000412574,0.996469,-0.0740015,-0.0396708,324.41,270.57
203,5,45559,-7.73751,10.1619,-4.7738,11.8552,-5.38077,11.3243,-6.5695,20.1008,18.6354,27.4053,66.7496,-0.000947705,0.996317,-0.0707199,-0.0484768,324.41,270.57
204,5,45623,-7.65918,10.2113,-7.95343,9.99116,-8.50734,9.61473,-9.98569,18.2958,18.6884,27.3722,66.7535,-0.000947705,0.996317,-0.0707199,-0.0484768,329.34,272.061
205,0,45640,-8.89273,9.26984,-7.95343,9.99116,-8.50734,9.61473,-9.98569,18.2958,18.6197,27.4151,66.7485,-6.60731e-05,0.99633,-0.066258,-0.0541935,329.34,272.061
206,5,45691,-10.3679,8.47187,-10.0966,7.90642,-10.5721,7.6695,-12.3013,16.245,18.6049,27.433,66.7421,-0.000686667,0.996156,-0.0623839,-0.0614856,332.729,273.81
207,0,45708,-11.8873,7.61803,-10.0966,7.90642,-10.5721,7.6695,-12.3013,16.245,18.5606,27.4866,66.7232,-0.00130721,0.995915,-0.0585055,-0.0687734,332.729,273.81
208,5,45759,-11.9059,6.49792,-12.0293,5.29539,-12.3962,5.19122,-14.401,13.6595,18.5475,27.4937,66.7649,-0.000142342,0.996229,-0.0528718,-0.0687898,335.852,276.085
209,0,45773,-11.9875,5.35587,-12.0293,5.29539,-12.3962,5.19122,-14.401,13.6595,18.4999,27.5194,66.917,0.00102253,0.996511,-0.0472364,-0.068804,335.852,276.085
210,5,45823,-12.7376,3.84137,-13.3495,2.92183,-13.613,2.90112,-15.8446,11.2992,18.4887,27.5469,66.9285,0.000646212,0.996573,-0.0398439,-0.0724845,338.036,278.224
211,5,45873,-12.9001,2.1572,-13.8259,0.998484,-14.0123,1.02446,-16.3823,9.37318,18.4757,27.6035,66.9058,0.00117326,0.996809,-0.0317709,-0.0732165,338.936,279.949
212,5,45873,-13.6769,0.537852,-13.8259,0.998484,-14.0123,1.02446,-16.3823,9.37318,18.4462,27.7006,66.9006,0.000796787,0.996742,-0.0243737,-0.0768875,338.936,279.949
213,5,45964,-13.4611,-1.83175,-14.7614,-3.40945,-14.7686,-3.3545,-17.448,4.95549,18.4664,27.6861,66.966,0.00132631,0.997037,-0.0123059,-0.0759186,340.683,284.123
214,5,45964,-13.6315,-3.60328,-14.7614,-3.40945,-14.7686,-3.3545,-17.448,4.95549,18.4541,27.8018,66.969,0.0018531,0.997049,-0.00422808,-0.0766338,340.683,284.123
215,0,46044,-13.6976,-5.42581,-14.7065,-6.78525,-14.5936,-6.76819,-17.4425,1.55471,18.4513,27.819,66.9132,0.000876736,0.99702,0.00470467,-0.0769929,340.807,287.424
216,8,46040,-13.4432,-6.03347,-14.7065,-6.78525,-14.5936,-6.76819,-17.4425,1.55471,18.4587,27.8247,66.9942,0.00238224,0.997101,0.0078417,-0.0756464,340.807,287.424
217,5,46107,-13.5061,-7.86499,-14.0385,-9.80153,-13.8376,-9.85405,-16.7784,-1.49795,18.4602,27.8465,66.9847,0.00140588,0.996966,0.0167738,-0.0759972,339.965,290.407
218,5,46173,-12.3706,-10.6046,-13.0553,-12.5499,-12.7881,-12.6928,-15.7743,-4.28796,18.4809,27.8858,66.9909,0.00174473,0.99706,0.0302226,-0.0703958,338.562,293.233
219,5,46173,-12.396,-12.5759,-13.0553,-12.5499,-12.7881,-12.6928,-15.7743,-4.28796,18.5033,27.9929,66.9635,0.000767934,0.996726,0.0391501,-0.0707325,338.562,293.233
220,5,46224,-11.9102,-13.8691,-11.8968,-14.5584,-11.5962,-14.7757,-14.5718,-6.33689,18.5292,28.0487,66.8543,0.000576911,0.996627,0.0451345,-0.0685351,336.801,295.304
221,8,46223,-11.2362,-15.3583,-11.8968,-14.5584,-11.5962,-14.7757,-14.5718,-6.33689,18.5399,28.0483,66.9821,0.0011063,0.996491,0.0525875,-0.065108,336.801,295.304
222,5,46289,-10.7717,-16.6164,-10.0276,-16.9745,-9.70269,-17.2867,-12.6187,-8.81235,18.5539,28.0773,66.9311,0.000915248,0.996299,0.0585672,-0.0629045,333.903,297.883
223,0,46307,-10.2388,-18.0007,-10.0276,-16.9745,-9.70269,-17.2867,-12.6187,-8.81235,18.6053,28.1839,66.7439,0.000724161,0.996067,0.0645446,-0.0606984,333.903,297.883
224,5,46373,-6.96256,-20.3317,-7.4271,-19.4666,-7.09661,-19.8742,-9.88784,-11.3811,18.6615,28.1945,66.9802,0.00103754,0.996102,0.0760856,-0.0446191,329.786,300.627
225,8,46373,-6.96256,-20.3317,-7.4271,-19.4666,-7.09661,-19.8742,-9.88784,-11.3811,18.6615,28.1945,66.9802,0.00103754,0.996102,0.0760856,-0.0446191,329.786,300.627
226,5,46440,-4.66176,-20.7642,-4.64879,-20.8738,-4.34552,-21.2975,-6.95052,-12.8612,18.7264,28.246,66.9151,0.00120672,0.996393,0.0779027,-0.0336254,325.329,302.183
227,0,46490,-2.32723,-21.2305,-4.64879,-20.8738,-4.34552,-21.2975,-6.95052,-12.8612,18.8133,28.315,66.8278,0.00137575,0.99656,0.0797102,-0.0226275,325.329,302.183
228,5,46524,-1.05304,-21.5466,-1.59366,-21.946,-1.3242,-22.3493,-3.71308,-14.0102,18.8481,28.3227,66.8099,0.00150896,0.99656,0.0812051,-0.0165138,320.356,303.53
229,5,46573,0.41335,-22.4526,0.368089,-22.189,0.611185,-22.5425,-1.62726,-14.2996,18.8718,28.325,66.8433,0.00088375,0.996285,0.0855854,-0.00947617,317.163,303.864
230,5,46573,1.75263,-22.7822,0.368089,-22.189,0.611185,-22.5425,-1.62726,-14.2996,18.9482,28.339,66.8503,0.00101688,0.996196,0.0870729,-0.00336127,317.163,303.864
231,5,46623,3.22537,-23.6956,2.66102,-22.468,2.88054,-22.7616,0.810759,-14.6325,18.9688,28.3416,66.869,0.000391564,0.995804,0.0914429,0.0036771,313.427,304.357
232,8,46623,3.22537,-23.6956,2.66102,-22.468,2.88054,-22.7616,0.810759,-14.6325,18.9688,28.3416,66.869,0.000391564,0.995804,0.0914429,0.0036771,313.427,304.357
233,5,46707,5.53017,-23.2217,6.26796,-22.0218,6.45053,-22.1544,4.65984,-14.2651,18.9888,28.3425,66.8478,7.70688e-05,0.995909,0.0891147,0.0149675,307.564,304.125
234,0,46723,7.97455,-22.7624,6.26796,-22.0218,6.45053,-22.1544,4.65984,-14.2651,19.0938,28.3467,66.7366,-0.000237437,0.995882,0.0867747,0.0262559,307.564,304.125
235,5,46773,9.07651,-22.124,8.90077,-21.2246,9.06466,-21.212,7.4768,-13.5221,19.1099,28.3403,66.7352,4.38588e-05,0.995988,0.0836801,0.0317002,303.32,303.458
236,0,46790,10.2272,-21.4699,8.90077,-21.2246,9.06466,-21.212,7.4768,-13.5221,19.1575,28.3214,66.7312,0.000325152,0.996056,0.0805823,0.0371433,303.32,303.458
237,5,46873,12.178,-19.4952,12.5698,-19.0573,12.7198,-18.801,11.419,-11.4228,19.1825,28.3091,66.7135,0.000861927,0.996379,0.0709272,0.0468762,297.462,301.483
238,5,46933,13.5453,-18.8763,14.578,-17.0466,14.7267,-16.6419,13.5898,-9.44351,19.2042,28.2866,66.7217,0.000312786,0.996252,0.0680148,0.0534447,294.291,299.517
239,5,46933,15.6725,-16.8203,14.578,-17.0466,14.7267,-16.6419,13.5898,-9.44351,19.3366,28.2073,66.6563,0.000849435,0.996296,0.0583401,0.0631635,294.291,299.517
240,5,46973,17.0644,-16.1689,15.7682,-15.7751,15.9217,-15.2937,14.8776,-8.19004,19.3712,28.1625,66.6879,0.000300286,0.996026,0.0554184,0.0697235,292.442,298.336
241,8,46973,17.0644,-16.1689,15.7682,-15.7751,15.9217,-15.2937,14.8776,-8.19004,19.3712,28.1625,66.6879,0.000300286,0.996026,0.0554184,0.0697235,292.442,298.336
242,5,47040,17.0712,-14.3973,17.3782,-13.2082,17.5385,-12.626,16.6328,-5.64172,19.3804,28.136,66.7341,-0.000569732,0.996453,0.0469796,0.0698155,290.011,295.855
243,4,47057,17.1073,-12.5114,18.3108,-11.2833,18.4765,-10.6586,17.6564,-3.72436,19.4166,28.0318,66.9164,-0.00143971,0.996808,0.0385373,0.0699025,288.624,294.005
244,5,47107,17.6894,-10.3739,18.6325,-10.6138,18.8011,-9.97967,18.0096,-3.05754,19.4261,28.0003,66.9387,-0.00128408,0.996942,0.0281148,0.072902,288.152,293.376
245,4,47123,18.3036,-8.14075,19.1797,-8.34036,19.3459,-7.70425,18.6283,-0.780505,19.4557,27.9019,67.0085,-0.0011283,0.996958,0.0176891,0.075893,287.403,291.179
246,5,47173,18.6648,-6.63769,19.359,-7.59558,19.5249,-6.96491,18.8309,-0.034548,19.4581,27.8705,66.9949,-0.00110296,0.99692,0.0103961,0.0777283,287.163,290.475
247,5,47239,19.0809,-4.45066,19.6551,-4.68423,19.8087,-4.10993,19.192,2.89054,19.462,27.8581,66.9398,-0.000565604,0.996807,-0.000530376,0.0798435,286.829,287.67
248,5,47239,19.4661,-2.88851,19.6551,-4.68423,19.8087,-4.10993,19.192,2.89054,19.4708,27.7837,66.8585,-0.00054017,0.996629,-0.00782408,0.0816678,286.829,287.67
249,5,47290,19.902,-0.684583,19.6887,-2.38062,19.8263,-1.88441,19.264,5.20959,19.4766,27.7584,66.7836,-2.71527e-06,0.996309,-0.0187497,0.0837662,286.889,285.503
250,8,47290,19.902,-0.684583,19.6887,-2.38062,19.8263,-1.88441,19.264,5.20959,19.4766,27.7584,66.7836,-2.71527e-06,0.996309,-0.0187497,0.0837662,286.889,285.503
251,5,47357,19.6041,0.699013,19.0086,0.690308,19.0979,1.03442,18.5878,8.31755,19.4752,27.7339,66.7856,2.40224e-05,0.996279,-0.0255051,0.0823265,288.079,282.52
252,0,47374,19.3035,2.18987,19.0086,0.690308,19.0979,1.03442,18.5878,8.31755,19.4698,27.6376,66.7934,5.07588e-05,0.996201,-0.0322594,0.0808827,288.079,282.52
253,5,47423,18.6065,4.51285,18.1409,3.11072,18.1774,3.30251,17.7016,10.7747,19.4578,27.6134,66.8167,6.29029e-05,0.996032,-0.0437246,0.0775149,289.502,280.202
254,0,47440,17.8803,6.9071,18.1409,3.11072,18.1774,3.30251,17.7016,10.7747,19.4231,27.5437,66.884,7.50381e-05,0.99572,-0.0551836,0.0741361,289.502,280.202
255,5,47490,17.2241,6.18852,16.8045,6.08608,16.7624,6.0549,16.3249,13.8013,19.4084,27.5369,66.8472,-0.000227481,0.996139,-0.0515509,0.0710613,291.658,277.414
256,0,47507,16.5336,5.48839,16.8045,6.08608,16.7624,6.0549,16.3249,13.8013,19.3651,27.5168,66.7389,-0.000529995,0.996535,-0.0479169,0.0679849,291.658,277.414
257,5,47573,15.6985,7.05539,14.5491,8.52297,14.3971,8.2803,13.9607,16.3065,19.3551,27.5045,66.7287,-0.000143961,0.9964,-0.0557325,0.0638752,295.126,274.954
258,0,47590,14.8276,8.67621,14.5491,8.52297,14.3971,8.2803,13.9607,16.3065,19.316,27.4566,66.6888,0.000242085,0.996188,-0.0635437,0.0597604,295.126,274.954
259,5,47640,12.5745,9.65374,12.0958,11.1123,11.8244,10.6232,11.3881,18.9697,19.2727,27.413,66.7643,-8.04753e-05,0.996475,-0.0681537,0.04891,298.93,272.558
260,0,47590,14.8276,8.67621,9.5826,12.5923,9.20796,11.9555,8.73436,20.5172,19.316,27.4566,66.6888,0.000242085,0.996188,-0.0635437,0.0597604,302.725,271.054
261,0,47672,10.2919,10.6685,9.5826,12.5923,9.20796,11.9555,8.73436,20.5172,19.2051,27.3448,66.8822,-0.000403024,0.996624,-0.0727543,0.0380527,302.725,271.054
