Right Eye Position (x,y,z),Right Eye Forward Vector (x,y,z),Head Position (x,y,z),Head Rotation axis (x,y,z),Head Rotation angle ,Absolute intersection (x,y,z) ,Relative intersection (x,y,z) ,Interacted Object ID,timeStamp in ms
2.99347,-1.40059,-2.09782,-0.511515,0.205226,0.834407,23.2834,23.9179,65.938,0.043447,0.996701,-0.0685567,195.388,43.7435,19.2494,0,1783.76,295.052,0,0,8616
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,8683
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,8749
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,8799
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,8866
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,8933
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9000
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9050
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9117
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9183
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9250
2.99351,-1.40062,-2.09785,-0.511515,0.205226,0.834407,30.8632,25.8134,66.8616,-0.0555672,0.998447,-0.00400462,158.551,43.7435,19.2494,0,1783.76,295.052,0,0,9300
3.41028,-1.96982,-2.15745,0.119904,-0.656887,0.744394,27.1257,31.9504,73.328,0.0757531,0.941558,0.328223,188.881,0.485563,19.939,0,19.8002,266.93,0,0,9367
3.27372,-1.97025,-2.15482,-0.0869966,-0.657532,0.748387,26.3147,31.877,73.085,0.0894948,0.942164,0.322984,194.396,8.82532,18.3006,0,359.877,333.741,0,0,9433
3.21055,-1.95908,-2.15651,-0.182656,-0.640651,0.74579,25.576,31.8188,73.2685,0.10381,0.945159,0.309675,199.705,9.37597,9.22643,0,382.331,703.767,0,0,9500
3.08148,-1.95111,-2.20019,-0.378149,-0.628139,0.680033,24.3829,31.5061,73.1824,0.113668,0.952117,0.283818,206.302,14.2885,9.91222,0,582.655,675.802,0,0,9550
2.96236,-1.87287,-2.21712,-0.55862,-0.509415,0.654553,22.8177,30.7235,72.0703,0.114515,0.964347,0.238583,212.309,21.4475,9.73966,0,874.58,682.838,0,0,9616
2.90953,-1.81314,-2.22315,-0.638647,-0.418697,0.645618,22.2283,30.2961,71.626,0.114711,0.970737,0.210975,213.768,26.4363,11.3349,0,1078.02,617.788,0,0,9683
2.88809,-1.7824,-2.2261,-0.671117,-0.372008,0.641258,21.6394,29.6662,71.0799,0.110399,0.976876,0.183102,215.058,27.7921,10.4141,0,1133.3,655.338,0,0,9749
2.84413,-1.67679,-2.22635,-0.737693,-0.211826,0.641046,21.0634,28.4121,69.4687,0.101054,0.988108,0.11589,215.12,34.4372,12.2022,0,1404.27,582.423,0,0,9799
2.83587,-1.60868,-2.21907,-0.75017,-0.108397,0.6523,20.9422,27.4911,68.9171,0.0926237,0.99267,0.0776353,213.327,38.551,14.3175,0,1572.02,496.162,0,0,9866
2.84817,-1.53509,-2.19971,-0.731493,0.00331648,0.681841,20.961,26.5104,68.2363,0.0848852,0.995642,0.0386259,211.614,39.7211,17.4086,0,1619.74,370.117,0,0,9933
2.87189,-1.48055,-2.17909,-0.695496,0.086222,0.713338,21.299,25.6159,67.3111,0.0737637,0.99727,-0.00349029,208.68,40.9245,18.3324,0,1668.81,332.446,0,0,10000
2.91639,-1.4408,-2.14559,-0.628036,0.1466,0.764251,21.8227,25.1349,67.0148,0.061734,0.998044,-0.00981531,204.896,40.5321,22.37,0,1652.81,167.8,0,0,10050
2.94092,-1.436,-2.12733,-0.590856,0.153923,0.791958,21.8908,25.1194,66.7503,0.0587295,0.998168,-0.0145264,204.533,37.7445,22.7143,0,1539.14,153.76,0,0,10117
2.99049,-1.4413,-2.09291,-0.515706,0.146012,0.844232,22.6067,25.1907,66.6323,0.0497122,0.998763,0.00138768,200.696,36.774,24.9375,0,1499.56,63.1044,0,0,10183
3.05663,-1.47617,-2.053,-0.415445,0.0933128,0.904819,23.1872,25.5348,66.724,0.0477491,0.998761,0.0140141,197.96,32.2981,23.8876,0,1317.05,105.915,0,0,10250
3.07538,-1.49915,-2.04286,-0.387021,0.0585231,0.920212,23.4014,25.6854,66.8701,0.0467412,0.9985,0.0285242,195.879,32.6019,23.6532,0,1329.43,115.473,0,0,10300
3.09393,-1.52372,-2.03436,-0.358894,0.0213308,0.933135,23.6226,25.8679,66.9961,0.0490746,0.998462,0.0257941,196.603,29.5516,21.1369,0,1205.05,218.082,0,0,10367
3.10554,-1.53686,-2.0299,-0.341265,0.00150514,0.939966,23.6926,25.9482,66.9992,0.050964,0.998374,0.0255233,196.815,27.9,19.9342,0,1137.7,267.129,0,0,10433
3.1064,-1.54373,-2.02964,-0.339934,-0.00885932,0.940408,23.729,26.0135,67.1063,0.0521589,0.998162,0.0308414,196.546,28.0755,19.9391,0,1144.86,266.927,0,0,10500
3.10367,-1.55334,-2.03084,-0.344025,-0.0233289,0.938671,23.7672,26.0612,67.1774,0.0541213,0.998167,0.0270864,196.264,28.5751,18.3849,0,1165.23,330.304,0,0,10550
3.1028,-1.55689,-2.03131,-0.345304,-0.0286126,0.938055,23.8004,26.1234,67.1466,0.0549662,0.997866,0.035254,196.644,28.2337,19.1503,0,1151.31,299.092,0,0,10616
3.10381,-1.55991,-2.03107,-0.343741,-0.0331261,0.93848,23.8243,26.1572,67.1515,0.0563165,0.997794,0.0351537,197.08,27.5731,18.8706,0,1124.37,310.501,0,0,10683
3.10032,-1.56068,-2.0324,-0.349023,-0.0342674,0.936488,23.8339,26.1536,67.1179,0.0567774,0.997697,0.0371129,196.473,28.6647,18.9388,0,1168.88,307.717,0,0,10750
3.10008,-1.56299,-2.03262,-0.349348,-0.0376781,0.936235,23.8259,26.1568,67.0723,0.0569039,0.997635,0.0385647,196.842,28.2261,18.9229,0,1151,308.366,0,0,10799
3.06676,-1.59872,-2.04858,-0.399862,-0.0919341,0.911953,23.8004,26.1544,67.1217,0.0566304,0.997789,0.0347975,196.678,31.741,14.145,0,1294.33,503.198,0,0,10866
2.89839,-1.76057,-2.20423,-0.654886,-0.336632,0.676612,23.7219,26.2507,67.1598,0.0575674,0.997734,0.0348273,197.293,31.741,14.145,0,1294.33,503.198,0,0,10933
2.8952,-1.75956,-2.20691,-0.659678,-0.334787,0.672861,23.7298,26.2626,67.1763,0.0583656,0.997308,0.0443866,196.742,31.741,14.145,0,1294.33,503.198,0,0,10999
2.90507,-1.7498,-2.19289,-0.644679,-0.319702,0.694391,23.7873,26.2867,67.2187,0.0587512,0.99762,0.0360991,196.842,31.741,14.145,0,1294.33,503.198,0,0,11050
2.90589,-1.74899,-2.1918,-0.643418,-0.318325,0.696192,23.8002,26.3019,67.1075,0.0589493,0.99764,0.0351925,197.213,31.741,14.145,0,1294.33,503.198,0,0,11117
2.90687,-1.74948,-2.19118,-0.641883,-0.318804,0.697388,23.8617,26.292,67.2244,0.0601348,0.997364,0.0406043,196.918,31.741,14.145,0,1294.33,503.198,0,0,11183
2.90004,-1.7427,-2.19456,-0.652185,-0.308201,0.692579,23.8942,26.2952,67.2854,0.0605943,0.997387,0.0393292,196.589,31.741,14.145,0,1294.33,503.198,0,0,11250
2.8992,-1.74347,-2.19577,-0.653419,-0.309093,0.691017,23.9065,26.2991,67.2569,0.0605478,0.997462,0.0374615,196.888,31.741,14.145,0,1294.33,503.198,0,0,11300
2.89796,-1.74252,-2.19663,-0.655236,-0.307225,0.690129,23.9288,26.3082,67.1905,0.0611963,0.997311,0.0403271,196.909,31.741,14.145,0,1294.33,503.198,0,0,11367
2.89937,-1.7429,-2.19553,-0.653048,-0.307493,0.692082,23.9575,26.3148,67.2468,0.0618693,0.997395,0.0370759,196.434,31.741,14.145,0,1294.33,503.198,0,0,11433
2.90085,-1.74316,-2.19433,-0.650755,-0.307573,0.694202,24.0008,26.3002,67.2853,0.0615388,0.997139,0.0438864,196.018,31.741,14.145,0,1294.33,503.198,0,0,11500
2.90101,-1.74283,-2.19407,-0.650495,-0.306936,0.694728,24.0169,26.2983,67.3328,0.0614919,0.99724,0.0416,196.425,31.741,14.145,0,1294.33,503.198,0,0,11550
2.90239,-1.7425,-2.19275,-0.648329,-0.305997,0.697163,24.1027,26.2997,67.093,0.0615841,0.997312,0.0396926,196.251,31.741,14.145,0,1294.33,503.198,0,0,11616
2.90366,-1.74267,-2.19172,-0.64636,-0.305972,0.699,24.1434,26.2892,67.0248,0.0614139,0.997393,0.0378907,196.036,31.741,14.145,0,1294.33,503.198,0,0,11683
2.90647,-1.74089,-2.18847,-0.642047,-0.302872,0.704304,24.1914,26.1943,67.2716,0.0622002,0.997276,0.0396543,195.761,31.741,14.145,0,1294.33,503.198,0,0,11749
2.90601,-1.74038,-2.18871,-0.642721,-0.301966,0.704078,24.2048,26.2573,66.8965,0.0628572,0.997305,0.0378436,196.595,31.741,14.145,0,1294.33,503.198,0,0,11799
