id,time,targetX,targetY,outputEvalX,outputEvalY,outputApplyX,outputApplyY,outputEvalNopolX,outputEvalNopolY,headX,headY,headZ,headi,headj,headk,headw,ellipseX,ellipseY
0,154098,-3.77441,-59.0054,-18.6142,-56.8496,-18.1712,-56.7324,51.8136,-38.2153,-0.649271,34.7458,65.3381,-0.0879559,0.975222,0.182891,0.0880698,331.052,268
1,154118,-3.38482,-59.3464,-18.6142,-56.8496,-18.1712,-56.7324,51.8136,-38.2153,-0.776337,34.7325,65.4756,-0.0907053,0.97463,0.184017,0.0894788,331.052,268
2,155272,-33.3693,-56.8038,-26.736,-55.856,-26.7331,-55.8461,-26.301,-54.3318,-2.06744,34.9194,66.9021,-0.0647238,0.983951,0.163819,-0.0285314,378.635,273.14
3,155269,-33.3724,-57.0587,-26.736,-55.856,-26.7331,-55.8461,-26.301,-54.3318,-2.03763,34.926,66.9332,-0.0647915,0.983785,0.164747,-0.0287731,378.635,273.14
4,155299,-33.772,-56.8729,-26.736,-55.856,-26.7331,-55.8461,-26.301,-54.3318,-1.94311,34.9486,66.9201,-0.063725,0.983932,0.163908,-0.0308358,378.635,273.14
5,155299,-33.772,-56.8729,-26.5574,-55.9122,-26.5592,-55.8762,-26.8312,-50.4707,-1.94311,34.9486,66.9201,-0.063725,0.983932,0.163908,-0.0308358,378.712,270.892
6,155329,-33.9257,-56.5815,-26.5574,-55.9122,-26.5592,-55.8762,-26.8312,-50.4707,-1.83775,34.9613,66.8451,-0.0627927,0.984141,0.162808,-0.0318941,378.712,270.892
7,155441,-32.1034,-55.9578,-27.4885,-55.7531,-27.5227,-55.7607,-32.8301,-56.9311,-1.67634,34.9316,66.859,-0.061678,0.984502,0.162252,-0.0250023,382.311,274.285
8,155449,-31.8532,-56.0852,-27.4885,-55.7531,-27.5227,-55.7607,-32.8301,-56.9311,-1.66994,34.9242,66.8642,-0.0616851,0.984409,0.162973,-0.0239381,382.311,274.285
9,155541,-31.2289,-56.0511,-27.1954,-55.803,-27.2196,-55.7973,-30.9292,-54.9173,-1.68823,34.8677,66.643,-0.0637439,0.984361,0.162824,-0.0214344,381.57,273.594
10,155541,-31.3033,-56.1121,-27.1954,-55.803,-27.2196,-55.7973,-30.9292,-54.9173,-1.69555,34.8605,66.6231,-0.063863,0.984317,0.163006,-0.0216924,381.57,273.594
11,155569,-31.1762,-56.4728,-27.1954,-55.803,-27.2196,-55.7973,-30.9292,-54.9173,-1.7026,34.8495,66.588,-0.0646019,0.984065,0.164298,-0.021198,381.57,273.594
