Right Eye Position (x,y,z),Right Eye Forward Vector (x,y,z),Head Position (x,y,z),Head Rotation axis (x,y,z),Head Rotation angle ,Relative intersection (x,y,z) ,Absolute intersection (x,y,z) ,Interacted Object ID,timeStamp in ms
2.97792,-1.81973,-2.24465,-0.448201,-0.0100762,0.893876,27.7052,22.1907,70.5005,0.0510361,0.998464,0.0215453,170.682,1806.64,473.216,0,44.3046,14.8803,0,0,5549
2.97792,-1.81973,-2.24465,-0.448201,-0.0100762,0.893876,27.7052,22.1907,70.5005,0.0510361,0.998464,0.0215453,170.682,1806.64,473.216,0,44.3046,14.8803,0,0,5549
2.99845,-1.83416,-2.23513,-0.4171,-0.0319377,0.9083,27.7319,22.2536,70.2278,0.0438149,0.998876,0.0181064,168.092,1806.64,473.216,0,44.3046,14.8803,0,0,5599
2.99845,-1.83416,-2.23513,-0.4171,-0.0319377,0.9083,27.7319,22.2536,70.2278,0.0438149,0.998876,0.0181064,168.092,1806.64,473.216,0,44.3046,14.8803,0,0,5616
2.99845,-1.83416,-2.23513,-0.4171,-0.0319377,0.9083,27.7319,22.2536,70.2278,0.0438149,0.998876,0.0181064,168.092,1806.64,473.216,0,44.3046,14.8803,0,0,5616
3.00599,-1.8371,-2.23184,-0.405676,-0.0363889,0.913292,27.6558,22.1356,70.3361,0.0420663,0.998828,0.0239281,167.713,1806.64,473.216,0,44.3046,14.8803,0,0,5666
3.008,-1.83668,-2.23093,-0.402637,-0.0357543,0.914661,27.61,22.0029,70.541,0.0395421,0.999168,0.00998603,169.765,1806.64,473.216,0,44.3046,14.8803,0,0,5683
3.008,-1.83668,-2.23093,-0.402637,-0.0357543,0.914661,27.61,22.0029,70.541,0.0395421,0.999168,0.00998603,169.765,1806.64,473.216,0,44.3046,14.8803,0,0,5683
3.0097,-1.8354,-2.23014,-0.400058,-0.0338104,0.915866,27.5343,21.9832,70.38,0.0412117,0.99902,0.0161272,167.951,1806.64,473.216,0,44.3046,14.8803,0,0,5732
3.01059,-1.83326,-2.22967,-0.398709,-0.030569,0.916568,27.4655,21.9685,70.5686,0.038433,0.999182,0.0125962,169.968,1806.64,473.216,0,44.3046,14.8803,0,0,5749
3.01059,-1.83326,-2.22967,-0.398709,-0.030569,0.916568,27.4655,21.9685,70.5686,0.038433,0.999182,0.0125962,169.968,1806.64,473.216,0,44.3046,14.8803,0,0,5749
3.01021,-1.83199,-2.2298,-0.399284,-0.0286539,0.916379,27.4369,21.992,70.3016,0.0397767,0.999107,0.0142312,167.838,1806.64,473.216,0,44.3046,14.8803,0,0,5799
3.01021,-1.83199,-2.2298,-0.399284,-0.0286539,0.916379,27.4369,21.992,70.3016,0.0397767,0.999107,0.0142312,167.838,1806.64,473.216,0,44.3046,14.8803,0,0,5799
3.01021,-1.83199,-2.2298,-0.399284,-0.0286539,0.916379,27.4369,21.992,70.3016,0.0397767,0.999107,0.0142312,167.838,1806.64,473.216,0,44.3046,14.8803,0,0,5799
3.01639,-1.83269,-2.22716,-0.389915,-0.0297064,0.920372,27.3204,22.0629,70.3529,0.0387492,0.999093,0.0176474,169.292,1806.64,473.216,0,44.3046,14.8803,0,0,5849
3.01639,-1.83269,-2.22716,-0.389915,-0.0297064,0.920372,27.3204,22.0629,70.3529,0.0387492,0.999093,0.0176474,169.292,1806.64,473.216,0,44.3046,14.8803,0,0,5866
3.01639,-1.83269,-2.22716,-0.389915,-0.0297064,0.920372,27.3204,22.0629,70.3529,0.0387492,0.999093,0.0176474,169.292,1806.64,473.216,0,44.3046,14.8803,0,0,5866
3.01639,-1.83269,-2.22716,-0.389915,-0.0297064,0.920372,27.3204,22.0629,70.3529,0.0387492,0.999093,0.0176474,169.292,1806.64,473.216,0,44.3046,14.8803,0,0,5916
3.27005,-1.88051,-2.17807,-0.0055813,-0.102159,0.994752,27.2515,22.1802,70.3045,0.0372772,0.999126,0.0188903,168.464,1816.9,485.181,0,44.5562,14.5869,0,0,5932
3.27005,-1.88051,-2.17807,-0.0055813,-0.102159,0.994752,27.2515,22.1802,70.3045,0.0372772,0.999126,0.0188903,168.464,1816.9,485.181,0,44.5562,14.5869,0,0,5932
3.26719,-1.88398,-2.17846,-0.00992087,-0.107422,0.994164,27.2779,22.1802,70.2333,0.0376815,0.999128,0.0179928,168.433,1830.86,508.135,0,44.8985,14.0239,0,0,5982
3.26749,-1.88344,-2.1784,-0.00945864,-0.106597,0.994257,27.3439,22.1103,70.1987,0.0377359,0.999156,0.016256,169.131,1795.17,516.221,0,44.0232,13.8256,0,0,5999
3.26749,-1.88344,-2.1784,-0.00945864,-0.106597,0.994257,27.3439,22.1103,70.1987,0.0377359,0.999156,0.016256,169.131,1795.17,516.221,0,44.0232,13.8256,0,0,5999
3.26737,-1.88392,-2.17845,-0.00965278,-0.107329,0.994177,27.3611,22.0508,70.2319,0.0389012,0.999129,0.0150667,168.465,1830.31,531.106,0,44.885,13.4606,0,0,6050
3.26737,-1.88392,-2.17845,-0.00965278,-0.107329,0.994177,27.3611,22.0508,70.2319,0.0389012,0.999129,0.0150667,168.465,1830.31,531.106,0,44.885,13.4606,0,0,6050
3.26737,-1.88392,-2.17845,-0.00965278,-0.107329,0.994177,27.3611,22.0508,70.2319,0.0389012,0.999129,0.0150667,168.465,1830.31,531.106,0,44.885,13.4606,0,0,6050
3.27,-1.87908,-2.17793,-0.00566244,-0.0999944,0.994972,27.4547,21.9804,69.9701,0.0406989,0.999168,0.00272477,167.865,1849.28,584.94,0,45.3502,12.1404,0,0,6100
3.27,-1.87908,-2.17793,-0.00566244,-0.0999944,0.994972,27.4547,21.9804,69.9701,0.0406989,0.999168,0.00272477,167.865,1849.28,584.94,0,45.3502,12.1404,0,0,6116
3.27,-1.87908,-2.17793,-0.00566244,-0.0999944,0.994972,27.4547,21.9804,69.9701,0.0406989,0.999168,0.00272477,167.865,1849.28,584.94,0,45.3502,12.1404,0,0,6116
3.27019,-1.87565,-2.17759,-0.00536988,-0.0948068,0.995481,27.4377,21.966,70.1371,0.041115,0.999071,0.0129202,167.431,1874.78,512.089,0,45.9755,13.927,0,0,6166
3.27019,-1.87565,-2.17759,-0.00536988,-0.0948068,0.995481,27.4377,21.966,70.1371,0.041115,0.999071,0.0129202,167.431,1874.78,512.089,0,45.9755,13.927,0,0,6183
3.27019,-1.87565,-2.17759,-0.00536988,-0.0948068,0.995481,27.4377,21.966,70.1371,0.041115,0.999071,0.0129202,167.431,1874.78,512.089,0,45.9755,13.927,0,0,6183
3.2712,-1.8756,-2.17758,-0.00384825,-0.0947233,0.995496,27.4446,22.1077,70.2051,0.0392042,0.999134,0.0139404,167.992,1842.92,496.414,0,45.1941,14.3114,0,0,6233
3.27084,-1.87711,-2.17773,-0.00438376,-0.097013,0.995273,27.4377,22.1449,70.1649,0.0361638,0.999165,0.0189909,168.605,1814.26,468.141,0,44.4915,15.0047,0,0,6250
3.27084,-1.87711,-2.17773,-0.00438376,-0.097013,0.995273,27.4377,22.1449,70.1649,0.0361638,0.999165,0.0189909,168.605,1814.26,468.141,0,44.4915,15.0047,0,0,6250
3.27084,-1.87711,-2.17773,-0.00438376,-0.097013,0.995273,27.4377,22.1449,70.1649,0.0361638,0.999165,0.0189909,168.605,1814.26,468.141,0,44.4915,15.0047,0,0,6300
3.27084,-1.87711,-2.17773,-0.00438376,-0.097013,0.995273,27.4377,22.1449,70.1649,0.0361638,0.999165,0.0189909,168.605,1814.26,468.141,0,44.4915,15.0047,0,0,6300
3.27084,-1.87711,-2.17773,-0.00438376,-0.097013,0.995273,27.4377,22.1449,70.1649,0.0361638,0.999165,0.0189909,168.605,1814.26,468.141,0,44.4915,15.0047,0,0,6300
3.27041,-1.88246,-2.17827,-0.00503998,-0.105113,0.994448,27.4198,22.1498,70.3465,0.0394587,0.999022,0.0199542,167.414,1875.59,494.412,0,45.9953,14.3605,0,0,6350
3.27052,-1.8848,-2.17853,-0.00486812,-0.108669,0.994066,27.3542,22.1104,70.4851,0.0377256,0.99897,0.0252196,169.27,1777.35,469.288,0,43.5863,14.9766,0,0,6366
3.27052,-1.8848,-2.17853,-0.00486812,-0.108669,0.994066,27.3542,22.1104,70.4851,0.0377256,0.99897,0.0252196,169.27,1777.35,469.288,0,43.5863,14.9766,0,0,6366
3.26987,-1.88384,-2.17842,-0.00585438,-0.107215,0.994219,27.3385,22.1223,70.2391,0.0380476,0.999158,0.0153335,168.271,1828.49,525.081,0,44.8404,13.6084,0,0,6416
3.26987,-1.88384,-2.17842,-0.00585438,-0.107215,0.994219,27.3385,22.1223,70.2391,0.0380476,0.999158,0.0153335,168.271,1828.49,525.081,0,44.8404,13.6084,0,0,6433
3.26987,-1.88384,-2.17842,-0.00585438,-0.107215,0.994219,27.3385,22.1223,70.2391,0.0380476,0.999158,0.0153335,168.271,1828.49,525.081,0,44.8404,13.6084,0,0,6433
3.26942,-1.88255,-2.17829,-0.00653974,-0.105256,0.994424,27.2806,22.1113,70.2607,0.0384385,0.999175,0.0130696,168.62,1809.94,532.241,0,44.3855,13.4328,0,0,6483
3.26942,-1.88255,-2.17829,-0.00653974,-0.105256,0.994424,27.2806,22.1113,70.2607,0.0384385,0.999175,0.0130696,168.62,1809.94,532.241,0,44.3855,13.4328,0,0,6499
3.26942,-1.88255,-2.17829,-0.00653974,-0.105256,0.994424,27.2806,22.1113,70.2607,0.0384385,0.999175,0.0130696,168.62,1809.94,532.241,0,44.3855,13.4328,0,0,6499
3.27812,-1.88049,-2.17807,0.00663546,-0.102131,0.994749,27.2302,22.1827,70.2891,0.0363124,0.999254,0.0131815,168.5,1775.7,514.076,0,43.5458,13.8782,0,0,6549
3.27812,-1.88049,-2.17807,0.00663546,-0.102131,0.994749,27.2302,22.1827,70.2891,0.0363124,0.999254,0.0131815,168.5,1775.7,514.076,0,43.5458,13.8782,0,0,6549
3.27812,-1.88049,-2.17807,0.00663546,-0.102131,0.994749,27.2302,22.1827,70.2891,0.0363124,0.999254,0.0131815,168.5,1775.7,514.076,0,43.5458,13.8782,0,0,6549
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6599
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6616
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6616
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6666
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6683
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6683
3.27683,-1.88271,-2.1783,0.00468875,-0.105494,0.994409,27.2137,22.2221,70.2206,0.0368842,0.999096,0.021138,168.05,1804.17,478.376,0,44.2441,14.7537,0,0,6732
3.27392,-1.88308,-2.17833,0.000284091,-0.106059,0.99436,27.2316,22.1345,70.3827,0.036875,0.999053,0.0230874,168.963,1772.4,471.277,0,43.4649,14.9278,0,0,6749
3.27392,-1.88308,-2.17833,0.000284091,-0.106059,0.99436,27.2316,22.1345,70.3827,0.036875,0.999053,0.0230874,168.963,1772.4,471.277,0,43.4649,14.9278,0,0,6749
3.27435,-1.88383,-2.17841,0.000928717,-0.10719,0.994238,27.232,22.132,70.3338,0.0373434,0.9991,0.0200946,168.661,1784.65,493.293,0,43.7652,14.3879,0,0,6799
3.27435,-1.88383,-2.17841,0.000928717,-0.10719,0.994238,27.232,22.132,70.3338,0.0373434,0.9991,0.0200946,168.661,1784.65,493.293,0,43.7652,14.3879,0,0,6799
3.27435,-1.88383,-2.17841,0.000928717,-0.10719,0.994238,27.232,22.132,70.3338,0.0373434,0.9991,0.0200946,168.661,1784.65,493.293,0,43.7652,14.3879,0,0,6799
3.28044,-1.8756,-2.17761,0.0101629,-0.0947315,0.995451,27.2286,22.1202,70.157,0.037531,0.999123,0.0185495,168.581,1761.31,461.83,0,43.1928,15.1595,0,0,6849
3.27275,-1.88144,-2.17816,-0.00149544,-0.103567,0.994621,27.2269,22.1202,70.1,0.038208,0.99914,0.0161099,168.254,1810.97,507.793,0,44.4107,14.0323,0,0,6866
3.27275,-1.88144,-2.17816,-0.00149544,-0.103567,0.994621,27.2269,22.1202,70.1,0.038208,0.99914,0.0161099,168.254,1810.97,507.793,0,44.4107,14.0323,0,0,6866
3.27338,-1.87989,-2.178,-0.000549254,-0.101221,0.994864,27.22,22.1063,70.1397,0.0390324,0.9991,0.016577,168.337,1803.8,498.662,0,44.235,14.2563,0,0,6916
3.27161,-1.88089,-2.17811,-0.00322119,-0.102747,0.994702,27.2032,22.0888,70.2438,0.0374612,0.999213,0.0130481,169.779,1737.29,520.22,0,42.6037,13.7276,0,0,6932
3.27161,-1.88089,-2.17811,-0.00322119,-0.102747,0.994702,27.2032,22.0888,70.2438,0.0374612,0.999213,0.0130481,169.779,1737.29,520.22,0,42.6037,13.7276,0,0,6932
3.26999,-1.88095,-2.17812,-0.00568159,-0.102835,0.994682,27.1792,22.0742,70.2523,0.0365274,0.999271,0.01111,170.221,1721.47,531.151,0,42.2158,13.4595,0,0,6982
3.271,-1.87913,-2.17793,-0.00415089,-0.100071,0.994972,27.1774,22.0605,70.2558,0.0381154,0.999169,0.0144496,169.896,1733.53,505.412,0,42.5118,14.0907,0,0,6999
3.271,-1.87913,-2.17793,-0.00415089,-0.100071,0.994972,27.1774,22.0605,70.2558,0.0381154,0.999169,0.0144496,169.896,1733.53,505.412,0,42.5118,14.0907,0,0,6999
3.26975,-1.87911,-2.17793,-0.00604061,-0.100044,0.994965,27.1762,22.0744,70.1673,0.0382186,0.999186,0.0128955,169.681,1749.51,514.795,0,42.9035,13.8606,0,0,7049
3.26975,-1.87911,-2.17793,-0.00604061,-0.100044,0.994965,27.1762,22.0744,70.1673,0.0382186,0.999186,0.0128955,169.681,1749.51,514.795,0,42.9035,13.8606,0,0,7049
3.26975,-1.87911,-2.17793,-0.00604061,-0.100044,0.994965,27.1762,22.0744,70.1673,0.0382186,0.999186,0.0128955,169.681,1749.51,514.795,0,42.9035,13.8606,0,0,7049
3.26867,-1.87804,-2.17783,-0.00768143,-0.098416,0.995116,27.1875,22.0516,70.2193,0.0391904,0.999129,0.0143571,170.054,1736.04,502.456,0,42.5732,14.1632,0,0,7100
3.26867,-1.87804,-2.17783,-0.00768143,-0.098416,0.995116,27.1875,22.0516,70.2193,0.0391904,0.999129,0.0143571,170.054,1736.04,502.456,0,42.5732,14.1632,0,0,7116
3.26867,-1.87804,-2.17783,-0.00768143,-0.098416,0.995116,27.1875,22.0516,70.2193,0.0391904,0.999129,0.0143571,170.054,1736.04,502.456,0,42.5732,14.1632,0,0,7116
3.26745,-1.87683,-2.17773,-0.00952712,-0.0965914,0.995279,27.2209,22.0439,70.1763,0.0399361,0.999026,0.0187648,169.33,1781.18,474.642,0,43.6802,14.8453,0,0,7166
3.26776,-1.87675,-2.17771,-0.00905987,-0.0964611,0.995296,27.2275,22.0369,70.2048,0.0400872,0.998951,0.0221233,168.968,1799.65,456.102,0,44.1332,15.2999,0,0,7183
3.26776,-1.87675,-2.17771,-0.00905987,-0.0964611,0.995296,27.2275,22.0369,70.2048,0.0400872,0.998951,0.0221233,168.968,1799.65,456.102,0,44.1332,15.2999,0,0,7183
3.26841,-1.87607,-2.17764,-0.00807629,-0.0954323,0.995403,27.2597,22.0248,70.2662,0.0410148,0.998858,0.0245162,169.415,1775.23,438.749,0,43.5343,15.7255,0,0,7233
3.26841,-1.87607,-2.17764,-0.00807629,-0.0954323,0.995403,27.2597,22.0248,70.2662,0.0410148,0.998858,0.0245162,169.415,1775.23,438.749,0,43.5343,15.7255,0,0,7250
3.26841,-1.87607,-2.17764,-0.00807629,-0.0954323,0.995403,27.2597,22.0248,70.2662,0.0410148,0.998858,0.0245162,169.415,1775.23,438.749,0,43.5343,15.7255,0,0,7250
3.26904,-1.8761,-2.17764,-0.0071109,-0.0954766,0.995406,27.2534,22.0587,70.1566,0.0414691,0.998901,0.0218662,168.66,1809.67,455.058,0,44.3789,15.3256,0,0,7300
3.26904,-1.8761,-2.17764,-0.0071109,-0.0954766,0.995406,27.2534,22.0587,70.1566,0.0414691,0.998901,0.0218662,168.66,1809.67,455.058,0,44.3789,15.3256,0,0,7316
3.26904,-1.8761,-2.17764,-0.0071109,-0.0954766,0.995406,27.2534,22.0587,70.1566,0.0414691,0.998901,0.0218662,168.66,1809.67,455.058,0,44.3789,15.3256,0,0,7316
3.26862,-1.87666,-2.1777,-0.00775852,-0.0963355,0.995319,27.2377,22.0725,70.11,0.0414602,0.998896,0.0220708,168.619,1812.58,456.128,0,44.4502,15.2993,0,0,7349
3.26859,-1.87636,-2.17767,-0.00780344,-0.0958787,0.995362,27.2293,22.0797,70.0635,0.0417171,0.998858,0.0232769,168.507,1818.05,447.871,0,44.5843,15.5018,0,0,7366
3.26859,-1.87636,-2.17767,-0.00780344,-0.0958787,0.995362,27.2293,22.0797,70.0635,0.0417171,0.998858,0.0232769,168.507,1818.05,447.871,0,44.5843,15.5018,0,0,7366
3.26674,-1.87694,-2.17774,-0.0106029,-0.0967597,0.995251,27.2394,22.073,70.1081,0.0415768,0.998878,0.0226873,168.481,1828.67,455.21,0,44.8447,15.3218,0,0,7416
3.26175,-1.87765,-2.17789,-0.0181564,-0.0978387,0.995037,27.2591,22.0438,70.2579,0.0413283,0.998925,0.0209817,168.347,1860.95,472.626,0,45.6365,14.8947,0,0,7433
3.26175,-1.87765,-2.17789,-0.0181564,-0.0978387,0.995037,27.2591,22.0438,70.2579,0.0413283,0.998925,0.0209817,168.347,1860.95,472.626,0,45.6365,14.8947,0,0,7433
3.26207,-1.87749,-2.17786,-0.0176744,-0.0975861,0.99507,27.2481,22.064,70.1677,0.0415848,0.998871,0.0229573,168.511,1849.87,458.787,0,45.3647,15.2341,0,0,7483
3.26247,-1.87819,-2.17792,-0.0170652,-0.0986445,0.994976,27.2513,22.0707,70.1292,0.0415848,0.998871,0.0229573,168.511,1847.47,461.48,0,45.3059,15.1681,0,0,7499
3.26247,-1.87819,-2.17792,-0.0170652,-0.0986445,0.994976,27.2513,22.0707,70.1292,0.0415848,0.998871,0.0229573,168.511,1847.47,461.48,0,45.3059,15.1681,0,0,7499
3.26211,-1.87803,-2.17792,-0.0176173,-0.0984135,0.99499,27.2541,22.0846,70.1792,0.0410618,0.999099,0.0107142,168.99,1822.73,530.088,0,44.6991,13.4856,0,0,7549
3.26211,-1.87803,-2.17792,-0.0176173,-0.0984135,0.99499,27.2541,22.0846,70.1792,0.0410618,0.999099,0.0107142,168.99,1822.73,530.088,0,44.6991,13.4856,0,0,7549
3.26211,-1.87803,-2.17792,-0.0176173,-0.0984135,0.99499,27.2541,22.0846,70.1792,0.0410618,0.999099,0.0107142,168.99,1822.73,530.088,0,44.6991,13.4856,0,0,7549
3.26249,-1.87765,-2.17787,-0.017043,-0.0978303,0.995057,27.2569,22.074,70.2828,0.039561,0.999124,0.0136463,169.174,1814.03,509.86,0,44.4857,13.9816,0,0,7599
3.26249,-1.87765,-2.17787,-0.017043,-0.0978303,0.995057,27.2569,22.074,70.2828,0.039561,0.999124,0.0136463,169.174,1814.03,509.86,0,44.4857,13.9816,0,0,7616
3.26249,-1.87765,-2.17787,-0.017043,-0.0978303,0.995057,27.2569,22.074,70.2828,0.039561,0.999124,0.0136463,169.174,1814.03,509.86,0,44.4857,13.9816,0,0,7616
3.26899,-1.87791,-2.17782,-0.00719289,-0.0982303,0.995138,27.262,22.0727,70.378,0.0389897,0.999093,0.0171177,169.518,1767.28,486.708,0,43.3394,14.5494,0,0,7666
3.2688,-1.8781,-2.17784,-0.00748823,-0.0985174,0.995107,27.2625,22.0766,70.4425,0.037816,0.999233,0.0102049,169.584,1764.81,527.116,0,43.2788,13.5585,0,0,7683
3.2688,-1.8781,-2.17784,-0.00748823,-0.0985174,0.995107,27.2625,22.0766,70.4425,0.037816,0.999233,0.0102049,169.584,1764.81,527.116,0,43.2788,13.5585,0,0,7683
3.26962,-1.87928,-2.17795,-0.00624319,-0.100295,0.994938,27.2607,22.0999,70.2827,0.0384001,0.999141,0.0155805,169.299,1774.61,500.571,0,43.5191,14.2094,0,0,7733
3.26962,-1.87928,-2.17795,-0.00624319,-0.100295,0.994938,27.2607,22.0999,70.2827,0.0384001,0.999141,0.0155805,169.299,1774.61,500.571,0,43.5191,14.2094,0,0,7749
3.26962,-1.87928,-2.17795,-0.00624319,-0.100295,0.994938,27.2607,22.0999,70.2827,0.0384001,0.999141,0.0155805,169.299,1774.61,500.571,0,43.5191,14.2094,0,0,7749
3.26991,-1.87944,-2.17796,-0.00579415,-0.100538,0.994916,27.2683,22.0815,70.2983,0.0385632,0.999178,0.0124849,169.772,1748.32,518.783,0,42.8744,13.7628,0,0,7799
3.26991,-1.87944,-2.17796,-0.00579415,-0.100538,0.994916,27.2683,22.0815,70.2983,0.0385632,0.999178,0.0124849,169.772,1748.32,518.783,0,42.8744,13.7628,0,0,7799
3.26991,-1.87944,-2.17796,-0.00579415,-0.100538,0.994916,27.2683,22.0815,70.2983,0.0385632,0.999178,0.0124849,169.772,1748.32,518.783,0,42.8744,13.7628,0,0,7799
3.27058,-1.87837,-2.17785,-0.00478635,-0.0989285,0.995083,27.2489,22.0739,70.2043,0.0391078,0.99901,0.0212114,168.509,1811.08,466.834,0,44.4135,15.0368,0,0,33
3.26962,-1.87845,-2.17787,-0.00623971,-0.0990409,0.995064,27.2519,22.0678,70.203,0.0394237,0.999013,0.0204516,168.428,1819.57,472.794,0,44.6217,14.8906,0,0,50
3.26962,-1.87845,-2.17787,-0.00623971,-0.0990409,0.995064,27.2519,22.0678,70.203,0.0394237,0.999013,0.0204516,168.428,1819.57,472.794,0,44.6217,14.8906,0,0,50
3.26962,-1.87845,-2.17787,-0.00623971,-0.0990409,0.995064,27.2519,22.0678,70.203,0.0394237,0.999013,0.0204516,168.428,1819.57,472.794,0,44.6217,14.8906,0,0,66
3.26987,-1.87786,-2.17781,-0.00586717,-0.0981463,0.995155,27.2588,22.0551,70.2039,0.0392617,0.999061,0.0183051,169.023,1787.52,481.039,0,43.8356,14.6884,0,0,100
3.26938,-1.87759,-2.17778,-0.00660615,-0.097739,0.99519,27.2647,22.0546,70.2301,0.0396908,0.998998,0.0206739,169.027,1790.34,466.607,0,43.9047,15.0423,0,0,116
3.26938,-1.87759,-2.17778,-0.00660615,-0.097739,0.99519,27.2647,22.0546,70.2301,0.0396908,0.998998,0.0206739,169.027,1790.34,466.607,0,43.9047,15.0423,0,0,116
3.26916,-1.8776,-2.17779,-0.00693791,-0.0977559,0.995186,27.2643,22.061,70.2366,0.0400251,0.998939,0.0227707,168.895,1798.47,454.942,0,44.1041,15.3284,0,0,133
3.26982,-1.87732,-2.17775,-0.00594264,-0.0973262,0.995235,27.2703,22.0706,70.2336,0.0380695,0.999083,0.0195712,169.427,1768.7,468.486,0,43.3742,14.9963,0,0,166
3.26982,-1.87732,-2.17775,-0.00594264,-0.0973262,0.995235,27.2703,22.0706,70.2336,0.0380695,0.999083,0.0195712,169.427,1768.7,468.486,0,43.3742,14.9963,0,0,183
3.26982,-1.87732,-2.17775,-0.00594264,-0.0973262,0.995235,27.2703,22.0706,70.2336,0.0380695,0.999083,0.0195712,169.427,1768.7,468.486,0,43.3742,14.9963,0,0,183
3.26982,-1.87732,-2.17775,-0.00594264,-0.0973262,0.995235,27.2703,22.0706,70.2336,0.0380695,0.999083,0.0195712,169.427,1768.7,468.486,0,43.3742,14.9963,0,0,200
3.27013,-1.87749,-2.17777,-0.00547025,-0.097594,0.995211,27.2489,22.08,70.2033,0.0386372,0.999049,0.0202245,168.629,1807.42,467.702,0,44.3237,15.0155,0,0,233
3.27013,-1.87749,-2.17777,-0.00547025,-0.097594,0.995211,27.2489,22.08,70.2033,0.0386372,0.999049,0.0202245,168.629,1807.42,467.702,0,44.3237,15.0155,0,0,233
3.27013,-1.87749,-2.17777,-0.00547025,-0.097594,0.995211,27.2489,22.08,70.2033,0.0386372,0.999049,0.0202245,168.629,1807.42,467.702,0,44.3237,15.0155,0,0,233
3.27013,-1.87749,-2.17777,-0.00547025,-0.097594,0.995211,27.2489,22.08,70.2033,0.0386372,0.999049,0.0202245,168.629,1807.42,467.702,0,44.3237,15.0155,0,0,249
3.2697,-1.87805,-2.17783,-0.0061243,-0.0984375,0.995124,27.2522,22.0942,70.1007,0.0391113,0.999082,0.0174714,168.54,1812.34,486.331,0,44.4443,14.5586,0,0,283
3.2697,-1.87805,-2.17783,-0.0061243,-0.0984375,0.995124,27.2522,22.0942,70.1007,0.0391113,0.999082,0.0174714,168.54,1812.34,486.331,0,44.4443,14.5586,0,0,300
3.2697,-1.87805,-2.17783,-0.0061243,-0.0984375,0.995124,27.2522,22.0942,70.1007,0.0391113,0.999082,0.0174714,168.54,1812.34,486.331,0,44.4443,14.5586,0,0,300
3.2697,-1.87805,-2.17783,-0.0061243,-0.0984375,0.995124,27.2522,22.0942,70.1007,0.0391113,0.999082,0.0174714,168.54,1812.34,486.331,0,44.4443,14.5586,0,0,317
3.26956,-1.87797,-2.17782,-0.00633374,-0.0983199,0.995135,27.2637,22.0777,70.1909,0.0386501,0.99912,0.0162779,169.205,1779.61,491.55,0,43.6416,14.4307,0,0,350
3.26956,-1.87797,-2.17782,-0.00633374,-0.0983199,0.995135,27.2637,22.0777,70.1909,0.0386501,0.99912,0.0162779,169.205,1779.61,491.55,0,43.6416,14.4307,0,0,367
3.26956,-1.87797,-2.17782,-0.00633374,-0.0983199,0.995135,27.2637,22.0777,70.1909,0.0386501,0.99912,0.0162779,169.205,1779.61,491.55,0,43.6416,14.4307,0,0,367
3.26956,-1.87797,-2.17782,-0.00633374,-0.0983199,0.995135,27.2637,22.0777,70.1909,0.0386501,0.99912,0.0162779,169.205,1779.61,491.55,0,43.6416,14.4307,0,0,384
3.26979,-1.878,-2.17782,-0.00598782,-0.0983656,0.995132,27.2479,22.1087,70.1329,0.0386916,0.999196,0.0104594,168.836,1795.64,525.293,0,44.0347,13.6032,0,0,417
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,434
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,434
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,450
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,484
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,484
3.28499,-1.85697,-2.17617,0.0170491,-0.0665004,0.997641,27.236,22.1425,70.2692,0.0391724,0.998989,0.022071,169.28,1711.83,352.034,0,41.9794,17.852,0,0,484
