id,time,targetX,targetY,outputEvalX,outputEvalY,outputApplyX,outputApplyY,outputEvalNopolX,outputEvalNopolY,headX,headY,headZ,headi,headj,headk,headw,ellipseX,ellipseY
0,39863,-4.58542,-71.5962,-1.6293,-69.4178,-1.37694,-69.4036,47.4957,-66.6581,-4.65716,34.7579,60.7798,-0.0936193,0.963164,0.221356,0.120629,318.688,283.842
1,39903,-4.70988,-72.2748,-1.6293,-69.4178,-1.37694,-69.4036,47.4957,-66.6581,-4.61162,34.7616,60.6758,-0.0936859,0.962776,0.22342,0.119869,318.688,283.842
2,39952,-4.7121,-72.0278,0.0615711,-74.0267,0.29979,-74.2313,61.4872,-126.794,-4.61594,34.7497,60.687,-0.093797,0.96294,0.222673,0.119853,320.176,291.681
3,39943,-4.78411,-71.9907,0.0615711,-74.0267,0.29979,-74.2313,61.4872,-126.794,-4.62314,34.7456,60.7035,-0.0935156,0.962997,0.222636,0.119685,320.176,291.681
4,39983,-4.73311,-71.8511,0.0615711,-74.0267,0.29979,-74.2313,61.4872,-126.794,-4.62148,34.7376,60.6984,-0.0937778,0.96306,0.222183,0.119814,320.176,291.681
5,39983,-4.73311,-71.8511,-6.3237,-72.6642,-6.30775,-72.8904,-2.50776,-126.795,-4.62148,34.7376,60.6984,-0.0937778,0.96306,0.222183,0.119814,328.982,290.404
6,40444,-4.13602,-70.4199,-3.05332,-70.7515,-2.88337,-70.8439,32.0847,-89.8405,-4.53069,34.629,60.5412,-0.0935446,0.963635,0.218321,0.122449,323.033,286.238
7,40463,-3.96463,-70.5238,-3.05332,-70.7515,-2.88337,-70.8439,32.0847,-89.8405,-4.52803,34.6237,60.5366,-0.093645,0.96344,0.218748,0.123142,323.033,286.238
8,40483,-4.06552,-70.5076,-3.05332,-70.7515,-2.88337,-70.8439,32.0847,-89.8405,-4.52546,34.6259,60.5199,-0.0936099,0.963522,0.218631,0.122733,323.033,286.238
9,40519,-4.14847,-70.2103,-4.04734,-70.1903,-3.91459,-70.2642,22.3652,-84.8983,-4.53995,34.6277,60.5247,-0.0932866,0.963784,0.217661,0.122643,324.107,285.687
10,40533,-4.29656,-70.3114,-4.04734,-70.1903,-3.91459,-70.2642,22.3652,-84.8983,-4.54445,34.6287,60.5257,-0.0932483,0.963801,0.217949,0.122026,324.107,285.687
11,40543,-4.36205,-70.5338,-4.04734,-70.1903,-3.91459,-70.2642,22.3652,-84.8983,-4.52049,34.6392,60.4582,-0.0935289,0.963717,0.218464,0.121555,324.107,285.687
12,40583,-4.20286,-70.2569,-3.96422,-69.8839,-3.82387,-69.9374,23.4237,-80.3104,-4.53291,34.6385,60.458,-0.0937554,0.963811,0.217541,0.12229,323.984,284.669
13,40603,-4.20286,-70.2569,-3.96422,-69.8839,-3.82387,-69.9374,23.4237,-80.3104,-4.53291,34.6385,60.458,-0.0937554,0.963811,0.217541,0.12229,323.984,284.669
14,40643,-4.15342,-70.4594,-3.61099,-70.4591,-3.46175,-70.5427,26.6162,-87.386,-4.53451,34.6315,60.4708,-0.094267,0.963619,0.218191,0.12225,323.817,285.74
15,40663,-4.31957,-70.2315,-3.61099,-70.4591,-3.46175,-70.5427,26.6162,-87.386,-4.52774,34.6281,60.4665,-0.0942981,0.963897,0.217371,0.121491,323.817,285.74
16,40683,-4.45404,-70.172,-3.61099,-70.4591,-3.46175,-70.5427,26.6162,-87.386,-4.51782,34.6236,60.4621,-0.094154,0.964028,0.21718,0.120903,323.817,285.74
17,40683,-4.45404,-70.172,-3.51779,-70.1853,-3.36075,-70.2508,27.7546,-83.2276,-4.51782,34.6236,60.4621,-0.094154,0.964028,0.21718,0.120903,323.39,285.411
18,40704,-4.28051,-69.9691,-3.51779,-70.1853,-3.36075,-70.2508,27.7546,-83.2276,-4.51416,34.6229,60.4674,-0.0940965,0.964071,0.216583,0.121677,323.39,285.411
19,40719,-4.07448,-70.1799,-3.95195,-69.6225,-3.80777,-69.6587,23.7303,-76.5724,-4.51751,34.6242,60.4891,-0.0941584,0.963781,0.217374,0.122508,324.377,283.896
20,40714,-4.11032,-69.8855,-3.95195,-69.6225,-3.80777,-69.6587,23.7303,-76.5724,-4.51986,34.6216,60.495,-0.0939158,0.964016,0.216443,0.122497,324.377,283.896
21,40785,-3.84886,-70.03,-5.46361,-69.8456,-5.39371,-69.9195,8.20053,-84.2969,-4.51762,34.6318,60.4971,-0.0940203,0.96376,0.216934,0.123559,327.327,285.151
22,40784,-4.04961,-69.9765,-5.46361,-69.8456,-5.39371,-69.9195,8.20053,-84.2969,-4.52825,34.6339,60.5191,-0.0941651,0.963926,0.216649,0.122646,327.327,285.151
23,40818,-3.92101,-69.8966,-3.85874,-69.7507,-3.71178,-69.7939,24.5892,-78.1062,-4.51961,34.6329,60.5049,-0.0938419,0.963906,0.216494,0.12333,323.605,284.446
24,40814,-3.82631,-69.675,-3.85874,-69.7507,-3.71178,-69.7939,24.5892,-78.1062,-4.51494,34.6414,60.4901,-0.0938202,0.964028,0.215702,0.123778,323.605,284.446
25,40854,-3.79288,-69.8169,-3.85874,-69.7507,-3.71178,-69.7939,24.5892,-78.1062,-4.51146,34.6321,60.4916,-0.0935187,0.963884,0.216338,0.124013,323.605,284.446
26,40854,-3.79289,-69.8169,-3.97496,-69.8366,-3.83453,-69.8872,23.3474,-79.6727,-4.51146,34.6321,60.4916,-0.0935187,0.963884,0.216338,0.124013,323.979,284.795
27,40864,-3.86684,-69.8869,-3.97496,-69.8366,-3.83453,-69.8872,23.3474,-79.6727,-4.51187,34.6295,60.4994,-0.0936467,0.963877,0.216547,0.123609,323.979,284.795
28,40884,-3.93222,-69.4073,-3.97496,-69.8366,-3.83453,-69.8872,23.3474,-79.6727,-4.51001,34.6247,60.4868,-0.0939131,0.964272,0.214851,0.123285,323.979,284.795
